"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0.113888888888889,0.105263157894737,0,0,0
"2",2,0,0.0780780780780781,0.0707964601769911,0,0,0
"3",3,0,0.10233918128655,0.1,0,0,0
"4",4,0,0.0879478827361563,0.0721311475409836,0,0,0
"5",5,0,0.0985074626865672,0.0982658959537572,0,0,0
"6",6,0,0.0720720720720721,0.092485549132948,0,0,0
"7",7,0,0.11965811965812,0.108333333333333,0,0,0
"8",8,0,0.107142857142857,0.0956284153005464,0,0,0
"9",9,0,0.093841642228739,0.09366391184573,0,0,0
"10",10,0,0.0786163522012579,0.0681114551083591,0,0,0
"11",11,0,0.113636363636364,0.106741573033708,0,0,0
"12",12,0,0.0686567164179104,0.0878186968838527,0,0,0
"13",13,0,0.102564102564103,0.113821138211382,0,0,0
"14",14,0,0.0890804597701149,0.0919540229885057,0,0,0
"15",15,0,0.08,0.0978260869565217,0,0,0
"16",16,0,0.0623145400593472,0.0581395348837209,0,0,0
"17",17,0,0.092485549132948,0.0804597701149425,0,0,0
"18",18,0,0.108024691358025,0.107692307692308,0,0,0
"19",19,0,0.089171974522293,0.0689655172413793,0,0,0
"20",20,0,0.114058355437666,0.111688311688312,0,0,0
"21",21,0,0.0987654320987654,0.0845921450151057,0,0,0
"22",22,0,0.087719298245614,0.101648351648352,0,0,0
"23",23,0,0.0949554896142433,0.0994152046783626,0,0,0
"24",24,0,0.13091922005571,0.103351955307263,0,0,0
"25",25,0,0.0901162790697674,0.0941828254847645,0,0,0
"26",26,0,0.103746397694524,0.114525139664804,0,0,0
"27",27,0,0.0714285714285714,0.0764705882352941,0,0,0
"28",28,0,0.107871720116618,0.101408450704225,0,0,0
"29",29,0,0.1,0.0934844192634561,0,0,0
"30",30,0,0.100890207715134,0.100294985250737,0,0,0
"31",31,0,0.098159509202454,0.0967741935483871,0,0,0
"32",32,0,0.0851063829787234,0.0948275862068965,0,0,0
"33",33,0,0.107246376811594,0.121621621621622,0,0,0
"34",34,0,0.0869565217391304,0.0953757225433526,0,0,0
"35",35,0,0.0803571428571429,0.0819209039548023,0,0,0
"36",36,0,0.0825396825396825,0.078125,0,0,0
"37",37,0,0.114882506527415,0.106329113924051,0,0,0
"38",38,0,0.0900900900900901,0.100574712643678,0,0,0
"39",39,0,0.12797619047619,0.115606936416185,0,0,0
"40",40,0,0.0738255033557047,0.0943396226415094,0,0,0
"41",41,0,0.0747126436781609,0.0708215297450425,0,0,0
"42",42,0,0.0978593272171254,0.117647058823529,0,0,0
"43",43,0,0.0647249190938511,0.0895061728395062,0,0,0
"44",44,0,0.0909090909090909,0.0775862068965517,0,0,0
"45",45,0,0.100574712643678,0.0901408450704225,0,0,0
"46",46,0,0.0733137829912024,0.0747126436781609,0,0,0
"47",47,0,0.0813953488372093,0.0880681818181818,0,0,0
"48",48,0,0.0632911392405063,0.0682492581602374,0,0,0
"49",49,0,0.0882352941176471,0.0901408450704225,0,0,0
"50",50,0,0.0776119402985075,0.0775862068965517,0,0,0
