"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","t_test"
"1",1,0,0.101694915254237,0.114624505928854,0,0,0,0.1
"2",2,0,0,0.0811965811965812,0,0,0,0
"3",3,0,0.101851851851852,0.0752688172043011,0,0.111111111111111,0,0.101851851851852
"4",4,0,0.0632911392405063,0.0703125,0,0.0909090909090909,0,0.0632911392405063
"5",5,0,0.0574712643678161,0.0950704225352113,0,0.222222222222222,0,0.0574712643678161
"6",6,0,0.0864197530864197,0.0931174089068826,0,0,0,0.0975609756097561
"7",7,0,0.104477611940299,0.0966542750929368,0,0,0,0.0985915492957746
"8",8,0,0.06,0.0678571428571429,0,0,0,0.0588235294117647
"9",9,0,0.0740740740740741,0.0878661087866109,0,0,0,0.0740740740740741
"10",10,0,0.105882352941176,0.123134328358209,0,0,0,0.0967741935483871
"11",11,0,0.0192307692307692,0.108843537414966,0,0.0666666666666667,0,0.0192307692307692
"12",12,0,0.038961038961039,0.12406015037594,0,0,0,0.037037037037037
"13",13,0,0.04,0.0735294117647059,0,0,0,0.04
"14",14,0,0.1,0.0895522388059701,0,0,0,0.105263157894737
"15",15,0,0.0833333333333333,0.102941176470588,0,0.176470588235294,0,0.0804597701149425
"16",16,0,0.0681818181818182,0.0702479338842975,0,0,0,0.0638297872340425
"17",17,0,0.0865384615384615,0.115789473684211,0,0,0,0.0916666666666667
"18",18,0,0.105263157894737,0.105660377358491,0,0.133333333333333,0,0.105263157894737
"19",19,0,0.0526315789473684,0.124,0,0,0,0.0526315789473684
"20",20,0,0.0813953488372093,0.0925266903914591,0,0,0,0.0823529411764706
"21",21,0,0.113207547169811,0.08,0,0.333333333333333,0,0.113207547169811
"22",22,0,0.0606060606060606,0.103571428571429,0,0,0,0.0612244897959184
"23",23,0,0.12,0.115942028985507,0,0,0,0.133333333333333
"24",24,0,0.078740157480315,0.0906040268456376,0,0,0,0.072
"25",25,0,0.0843373493975904,0.113475177304965,0,0,0,0.1
"26",26,0,0.0769230769230769,0.104477611940299,0,0,0,0.0769230769230769
"27",27,0,0.12962962962963,0.107806691449814,0,0,0,0.12280701754386
"28",28,0,0.157407407407407,0.0980392156862745,0,0,0,0.157407407407407
"29",29,0,0.114285714285714,0.111111111111111,0,0,0,0.114285714285714
"30",30,0,0.09375,0.0689655172413793,0,0,0,0.09375
"31",31,0,0.0989010989010989,0.0986394557823129,0,0,0,0.0978260869565217
"32",32,0,0.0543478260869565,0.09375,0,0,0,0.0720720720720721
"33",33,0,0.105263157894737,0.0755395683453237,0,0.0769230769230769,0,0.105263157894737
"34",34,0,0.0847457627118644,0.0876494023904383,0,0,0,0.0847457627118644
"35",35,0,0.0294117647058824,0.0916030534351145,0,0,0,0.0294117647058824
"36",36,0,0.0813953488372093,0.103448275862069,0,0,0,0.0777777777777778
"37",37,0,0.166666666666667,0.0909090909090909,0,0,0,0.166666666666667
"38",38,0,0.140495867768595,0.124031007751938,0,0,0,0.140495867768595
"39",39,0,0.0531914893617021,0.091254752851711,0,0,0,0.0531914893617021
"40",40,0,0.0545454545454545,0.0763358778625954,0,0,0,0.0545454545454545
"41",41,0,0.0136986301369863,0.0833333333333333,0,0,0,0.0136986301369863
"42",42,0,0.0818181818181818,0.0962962962962963,0,0,0,0.0789473684210526
"43",43,0,0.0727272727272727,0.0766283524904215,0,0.03125,0,0.0727272727272727
"44",44,0,0.0927835051546392,0.0845588235294118,0,0,0,0.0927835051546392
"45",45,0,0.0520833333333333,0.0982456140350877,0,0,0,0.0520833333333333
"46",46,0,0.104166666666667,0.0954063604240283,0,0,0,0.104166666666667
"47",47,0,0.0847457627118644,0.102564102564103,0,0.037037037037037,0,0.0847457627118644
"48",48,0,0.0634920634920635,0.109489051094891,0,0,0,0.0625
"49",49,0,0.107692307692308,0.105263157894737,0,0,0,0.111940298507463
"50",50,0,0.108433734939759,0.0743801652892562,0,0,0,0.105882352941176
