"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0551181102362205
"2",2,0,0,0,0,0,0,0,0,0.0862068965517241
"3",3,0,0,0,0,0,0,0,0,0.052434456928839
"4",4,0,0,0,0,0,0,0,0,0.08203125
"5",5,0,0,0,0,0,0,0,0,0.1
"6",6,0,0,0,0,0,0,0,0,0.0950570342205323
"7",7,0,0,0,0,0,0,0,0,0.075187969924812
"8",8,0,0,0,0,0,0,0,0,0.0763358778625954
"9",9,0,0,0,0,0,0,0,0,0.0588235294117647
"10",10,0,0,0,0,0,0,0,0,0.0893470790378007
"11",11,0,0,0,0,0,0,0,0,0.048582995951417
"12",12,0,0,0,0,0,0,0,0,0.0974729241877256
"13",13,0,0,0,0,0,0,0,0,0.09765625
"14",14,0,0,0,0,0,0,0,0,0.0898876404494382
"15",15,0,0,0,0,0,0,0,0,0.0958904109589041
"16",16,0,0,0,0,0,0,0,0,0.091254752851711
"17",17,0,0,0,0,0,0,0,0,0.0890688259109312
"18",18,0,0,0,0,0,0,0,0,0.110655737704918
"19",19,0,0,0,0,0,0,0,0,0.0700389105058366
"20",20,0,0,0,0,0,0,0,0,0.129151291512915
"21",21,0,0,0,0,0,0,0,0,0.0830188679245283
"22",22,0,0,0,0,0,0,0,0,0.0505415162454874
"23",23,0,0,0,0,0,0,0,0,0.093984962406015
"24",24,0,0,0,0,0,0,0,0,0.0942622950819672
"25",25,0,0,0,0,0,0,0,0,0.105960264900662
"26",26,0,0,0,0,0,0,0,0,0.0833333333333333
"27",27,0,0,0,0,0,0,0,0,0.0785714285714286
"28",28,0,0,0,0,0,0,0,0,0.123595505617978
"29",29,0,0,0,0,0,0,0,0,0.134831460674157
"30",30,0,0,0,0,0,0,0,0,0.0881226053639847
"31",31,0,0,0,0,0,0,0,0,0.09375
"32",32,0,0,0,0,0,0,0,0,0.0763888888888889
"33",33,0,0,0,0,0,0,0,0,0.0850340136054422
"34",34,0,0,0,0,0,0,0,0,0.0883534136546185
"35",35,0,0,0,0,0,0,0,0,0.0711462450592885
"36",36,0,0,0,0,0,0,0,0,0.0909090909090909
"37",37,0,0,0,0,0,0,0,0,0.05859375
"38",38,0,0,0,0,0,0,0,0,0.104417670682731
"39",39,0,0,0,0,0,0,0,0,0.0746268656716418
"40",40,0,0,0,0,0,0,0,0,0.0729166666666667
"41",41,0,0,0,0,0,0,0,0,0.0747663551401869
"42",42,0,0,0,0,0,0,0,0,0.072
"43",43,0,0,0,0,0,0,0,0,0.106870229007634
"44",44,0,0,0,0,0,0,0,0,0.0811808118081181
"45",45,0,0,0,0,0,0,0,0,0.110344827586207
"46",46,0,0,0,0,0,0,0,0,0.107011070110701
"47",47,0,0,0,0,0,0,0,0,0.0681003584229391
"48",48,0,0,0,0,0,0,0,0,0.109803921568627
"49",49,0,0,0,0,0,0,0,0,0.103846153846154
"50",50,0,0,0,0,0,0,0,0,0.0864197530864197
