"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.516
"2",2,0,0,0,0,0,0,0,0.52
"3",3,0,0,0,0,0,0,0,0.514
"4",4,0,0,0,0,0,0,0,0.464
"5",5,0,0,0,0,0,0,0,0.466
"6",6,0,0,0,0,0,0,0,0.496
"7",7,0,0,0,0,0,0,0,0.508
"8",8,0,0,0,0,0,0,0,0.518
"9",9,0,0,0,0,0,0,0,0.542
"10",10,0,0,0,0,0,0,0,0.506
"11",11,0,0,0,0,0,0,0,0.478
"12",12,0,0,0,0,0,0,0,0.488
"13",13,0,0,0,0,0,0,0,0.49
"14",14,0,0,0,0,0,0,0,0.482
"15",15,0,0,0,0,0,0,0,0.476
"16",16,0,0,0,0,0,0,0,0.53
"17",17,0,0,0,0,0,0,0,0.524
"18",18,0,0,0,0,0,0,0,0.514
"19",19,0,0,0,0,0,0,0,0.502
"20",20,0,0,0,0,0,0,0,0.47
"21",21,0,0,0,0,0,0,0,0.506
"22",22,0,0,0,0,0,0,0,0.494
"23",23,0,0,0,0,0,0,0,0.516
"24",24,0,0,0,0,0,0,0,0.526
"25",25,0,0,0,0,0,0,0,0.522
"26",26,0,0,0,0,0,0,0,0.538
"27",27,0,0,0,0,0,0,0,0.488
"28",28,0,0,0,0,0,0,0,0.488
"29",29,0,0,0,0,0,0,0,0.452
"30",30,0,0,0,0,0,0,0,0.426
"31",31,0,0,0,0,0,0,0,0.544
"32",32,0,0,0,0,0,0,0,0.484
"33",33,0,0,0,0,0,0,0,0.52
"34",34,0,0,0,0,0,0,0,0.488
"35",35,0,0,0,0,0,0,0,0.488
"36",36,0,0,0,0,0,0,0,0.494
"37",37,0,0,0,0,0,0,0,0.486
"38",38,0,0,0,0,0,0,0,0.49
"39",39,0,0,0,0,0,0,0,0.506
"40",40,0,0,0,0,0,0,0,0.474
"41",41,0,0,0,0,0,0,0,0.5
"42",42,0,0,0,0,0,0,0,0.49
"43",43,0,0,0,0,0,0,0,0.502
"44",44,0,0,0,0,0,0,0,0.522
"45",45,0,0,0,0,0,0,0,0.52
"46",46,0,0,0,0,0,0,0,0.47
"47",47,0,0,0,0,0,0,0,0.508
"48",48,0,0,0,0,0,0,0,0.514
"49",49,0,0,0,0,0,0,0,0.492
"50",50,0,0,0,0,0,0,0,0.51
