"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.088339222614841
"2",2,0,0,0,0,0,0,0,0.0940766550522648
"3",3,0,0,0,0,0,0,0,0.143333333333333
"4",4,0,0,0,0,0,0,0,0.10077519379845
"5",5,0,0,0,0,0,0,0,0.10727969348659
"6",6,0,0,0,0,0,0,0,0.0780669144981413
"7",7,0,0,0,0,0,0,0,0.121107266435986
"8",8,0,0,0,0,0,0,0,0.0848056537102474
"9",9,0,0,0,0,0,0,0,0.0782312925170068
"10",10,0,0,0,0,0,0,0,0.0866425992779783
"11",11,0,0,0,0,0,0,0,0.0981132075471698
"12",12,0,0,0,0,0,0,0,0.115942028985507
"13",13,0,0,0,0,0,0,0,0.121863799283154
"14",14,0,0,0,0,0,0,0,0.0801526717557252
"15",15,0,0,0,0,0,0,0,0.118518518518519
"16",16,0,0,0,0,0,0,0,0.11371237458194
"17",17,0,0,0,0,0,0,0,0.149350649350649
"18",18,0,0,0,0,0,0,0,0.0688405797101449
"19",19,0,0,0,0,0,0,0,0.109929078014184
"20",20,0,0,0,0,0,0,0,0.123134328358209
"21",21,0,0,0,0,0,0,0,0.127586206896552
"22",22,0,0,0,0,0,0,0,0.120996441281139
"23",23,0,0,0,0,0,0,0,0.104166666666667
"24",24,0,0,0,0,0,0,0,0.105442176870748
"25",25,0,0,0,0,0,0,0,0.118243243243243
"26",26,0,0,0,0,0,0,0,0.118032786885246
"27",27,0,0,0,0,0,0,0,0.0579150579150579
"28",28,0,0,0,0,0,0,0,0.125448028673835
"29",29,0,0,0,0,0,0,0,0.0737704918032787
"30",30,0,0,0,0,0,0,0,0.0739130434782609
"31",31,0,0,0,0,0,0,0,0.116883116883117
"32",32,0,0,0,0,0,0,0,0.103703703703704
"33",33,0,0,0,0,0,0,0,0.12751677852349
"34",34,0,0,0,0,0,0,0,0.134751773049645
"35",35,0,0,0,0,0,0,0,0.0895522388059701
"36",36,0,0,0,0,0,0,0,0.0952380952380952
"37",37,0,0,0,0,0,0,0,0.12589928057554
"38",38,0,0,0,0,0,0,0,0.118705035971223
"39",39,0,0,0,0,0,0,0,0.109154929577465
"40",40,0,0,0,0,0,0,0,0.122222222222222
"41",41,0,0,0,0,0,0,0,0.107142857142857
"42",42,0,0,0,0,0,0,0,0.0959409594095941
"43",43,0,0,0,0,0,0,0,0.109929078014184
"44",44,0,0,0,0,0,0,0,0.121212121212121
"45",45,0,0,0,0,0,0,0,0.0812720848056537
"46",46,0,0,0,0,0,0,0,0.106463878326996
"47",47,0,0,0,0,0,0,0,0.121107266435986
"48",48,0,0,0,0,0,0,0,0.116838487972509
"49",49,0,0,0,0,0,0,0,0.108695652173913
"50",50,0,0,0,0,0,0,0,0.108391608391608
