"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.48
"2",2,0,0,0,0,0,0,0,0,0.53
"3",3,0,0,0,0,0,0,0,0,0.506
"4",4,0,0,0,0,0,0,0,0,0.47
"5",5,0,0,0,0,0,0,0,0,0.504
"6",6,0,0,0,0,0,0,0,0,0.476
"7",7,0,0,0,0,0,0,0,0,0.492
"8",8,0,0,0,0,0,0,0,0,0.484
"9",9,0,0,0,0,0,0,0,0,0.48
"10",10,0,0,0,0,0,0,0,0,0.53
"11",11,0,0,0,0,0,0,0,0,0.47
"12",12,0,0,0,0,0,0,0,0,0.5
"13",13,0,0,0,0,0,0,0,0,0.462
"14",14,0,0,0,0,0,0,0,0,0.486
"15",15,0,0,0,0,0,0,0,0,0.528
"16",16,0,0,0,0,0,0,0,0,0.478
"17",17,0,0,0,0,0,0,0,0,0.45
"18",18,0,0,0,0,0,0,0,0,0.434
"19",19,0,0,0,0,0,0,0,0,0.478
"20",20,0,0,0,0,0,0,0,0,0.472
"21",21,0,0,0,0,0,0,0,0,0.486
"22",22,0,0,0,0,0,0,0,0,0.526
"23",23,0,0,0,0,0,0,0,0,0.482
"24",24,0,0,0,0,0,0,0,0,0.442
"25",25,0,0,0,0,0,0,0,0,0.54
"26",26,0,0,0,0,0,0,0,0,0.462
"27",27,0,0,0,0,0,0,0,0,0.516
"28",28,0,0,0,0,0,0,0,0,0.468
"29",29,0,0,0,0,0,0,0,0,0.462
"30",30,0,0,0,0,0,0,0,0,0.476
"31",31,0,0,0,0,0,0,0,0,0.522
"32",32,0,0,0,0,0,0,0,0,0.532
"33",33,0,0,0,0,0,0,0,0,0.538
"34",34,0,0,0,0,0,0,0,0,0.454
"35",35,0,0,0,0,0,0,0,0,0.47
"36",36,0,0,0,0,0,0,0,0,0.5
"37",37,0,0,0,0,0,0,0,0,0.482
"38",38,0,0,0,0,0,0,0,0,0.446
"39",39,0,0,0,0,0,0,0,0,0.496
"40",40,0,0,0,0,0,0,0,0,0.534
"41",41,0,0,0,0,0,0,0,0,0.396
"42",42,0,0,0,0,0,0,0,0,0.464
"43",43,0,0,0,0,0,0,0,0,0.468
"44",44,0,0,0,0,0,0,0,0,0.498
"45",45,0,0,0,0,0,0,0,0,0.516
"46",46,0,0,0,0,0,0,0,0,0.484
"47",47,0,0,0,0,0,0,0,0,0.52
"48",48,0,0,0,0,0,0,0,0,0.454
"49",49,0,0,0,0,0,0,0,0,0.466
"50",50,0,0,0,0,0,0,0,0,0.444
