"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.7
"2",2,0,0,0,0,0,0,0,0,0.648
"3",3,0,0,0,0,0,0,0,0,0.676
"4",4,0,0,0,0,0,0,0,0,0.658
"5",5,0,0,0,0,0,0,0,0,0.652
"6",6,0,0,0,0,0,0,0,0,0.678
"7",7,0,0,0,0,0,0,0,0,0.654
"8",8,0,0,0,0,0,0,0,0,0.68
"9",9,0,0,0,0,0,0,0,0,0.67
"10",10,0,0,0,0,0,0,0,0,0.706
"11",11,0,0,0,0,0,0,0,0,0.672
"12",12,0,0,0,0,0,0,0,0,0.662
"13",13,0,0,0,0,0,0,0,0,0.684
"14",14,0,0,0,0,0,0,0,0,0.634
"15",15,0,0,0,0,0,0,0,0,0.684
"16",16,0,0,0,0,0,0,0,0,0.68
"17",17,0,0,0,0,0,0,0,0,0.662
"18",18,0,0,0,0,0,0,0,0,0.69
"19",19,0,0,0,0,0,0,0,0,0.702
"20",20,0,0,0,0,0,0,0,0,0.676
"21",21,0,0,0,0,0,0,0,0,0.67
"22",22,0,0,0,0,0,0,0,0,0.666
"23",23,0,0,0,0,0,0,0,0,0.704
"24",24,0,0,0,0,0,0,0,0,0.65
"25",25,0,0,0,0,0,0,0,0,0.656
"26",26,0,0,0,0,0,0,0,0,0.682
"27",27,0,0,0,0,0,0,0,0,0.658
"28",28,0,0,0,0,0,0,0,0,0.678
"29",29,0,0,0,0,0,0,0,0,0.644
"30",30,0,0,0,0,0,0,0,0,0.672
"31",31,0,0,0,0,0,0,0,0,0.628
"32",32,0,0,0,0,0,0,0,0,0.694
"33",33,0,0,0,0,0,0,0,0,0.638
"34",34,0,0,0,0,0,0,0,0,0.614
"35",35,0,0,0,0,0,0,0,0,0.648
"36",36,0,0,0,0,0,0,0,0,0.698
"37",37,0,0,0,0,0,0,0,0,0.646
"38",38,0,0,0,0,0,0,0,0,0.672
"39",39,0,0,0,0,0,0,0,0,0.68
"40",40,0,0,0,0,0,0,0,0,0.636
"41",41,0,0,0,0,0,0,0,0,0.608
"42",42,0,0,0,0,0,0,0,0,0.7
"43",43,0,0,0,0,0,0,0,0,0.678
"44",44,0,0,0,0,0,0,0,0,0.662
"45",45,0,0,0,0,0,0,0,0,0.69
"46",46,0,0,0,0,0,0,0,0,0.682
"47",47,0,0,0,0,0,0,0,0,0.666
"48",48,0,0,0,0,0,0,0,0,0.664
"49",49,0,0,0,0,0,0,0,0,0.66
"50",50,0,0,0,0,0,0,0,0,0.67
