"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.57796,0.0966124532275427
"2","2D_NPMLE",0.63004,0.0934241892614047
"3","Welch",0.55752,0.0778353451759336
"4","B_F",0.47032,0.0216972951240611
"5","Pooled_t",0.5782,0.0965683742531658
