"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch"
"1",1,0.0706319702602231,0.0669144981412639,0.0970873786407767,0.0671641791044776,0.0671936758893281
"2",2,0.0803858520900322,0.0801282051282051,0.0892857142857143,0.0801282051282051,0.0636042402826855
"3",3,0.0594405594405594,0.0627177700348432,0.08,0.0627177700348432,0.0466926070038911
"4",4,0.0875420875420875,0.087248322147651,0.0835913312693498,0.0875420875420875,0.062962962962963
"5",5,0.087248322147651,0.0838926174496644,0.081570996978852,0.0841750841750842,0.0915492957746479
"6",6,0.108695652173913,0.111455108359133,0.101744186046512,0.105919003115265,0.0893470790378007
"7",7,0.0866666666666667,0.0833333333333333,0.0838323353293413,0.0866666666666667,0.0866425992779783
"8",8,0.0629139072847682,0.0629139072847682,0.0820668693009119,0.0629139072847682,0.0714285714285714
"9",9,0.0940438871473354,0.095679012345679,0.128065395095368,0.0959752321981424,0.0789473684210526
"10",10,0.0961538461538462,0.0961538461538462,0.112994350282486,0.0961538461538462,0.0711743772241993
"11",11,0.0885245901639344,0.0885245901639344,0.0810810810810811,0.0885245901639344,0.0928571428571429
"12",12,0.097972972972973,0.097972972972973,0.109422492401216,0.097972972972973,0.0942028985507246
"13",13,0.095679012345679,0.095679012345679,0.0778097982708934,0.095679012345679,0.0763888888888889
"14",14,0.0788643533123028,0.0788643533123028,0.0784313725490196,0.0817610062893082,0.0648464163822526
"15",15,0.0771604938271605,0.0771604938271605,0.0845070422535211,0.0771604938271605,0.0477815699658703
"16",16,0.101307189542484,0.100977198697068,0.0795107033639144,0.100977198697068,0.0807017543859649
"17",17,0.0971786833855799,0.096875,0.0780780780780781,0.1,0.0812720848056537
"18",18,0.0945121951219512,0.0945121951219512,0.102857142857143,0.0945121951219512,0.0875420875420875
"19",19,0.0827814569536424,0.0888157894736842,0.107871720116618,0.0888157894736842,0.0915492957746479
"20",20,0.0802469135802469,0.0804953560371517,0.105413105413105,0.0807453416149068,0.0747330960854092
"21",21,0.0794701986754967,0.0794701986754967,0.08125,0.0794701986754967,0.0676691729323308
"22",22,0.0905923344947735,0.0905923344947735,0.0726072607260726,0.0905923344947735,0.0895522388059701
"23",23,0.0895061728395062,0.0895061728395062,0.0883977900552486,0.0895061728395062,0.0684931506849315
"24",24,0.0652173913043478,0.0649819494584837,0.0849673202614379,0.0652173913043478,0.0389105058365759
"25",25,0.0725075528700906,0.0725075528700906,0.104972375690608,0.0725075528700906,0.0588235294117647
"26",26,0.087248322147651,0.0875420875420875,0.103857566765579,0.0875420875420875,0.0706319702602231
"27",27,0.0863787375415282,0.0860927152317881,0.0586319218241042,0.0833333333333333,0.0590405904059041
"28",28,0.0896057347670251,0.0830324909747292,0.10828025477707,0.0896057347670251,0.0775193798449612
"29",29,0.101351351351351,0.0952380952380952,0.0942249240121581,0.0983050847457627,0.0763636363636364
"30",30,0.0851063829787234,0.0823170731707317,0.0945558739255014,0.0797546012269939,0.0664335664335664
"31",31,0.0821917808219178,0.0790378006872852,0.0745341614906832,0.0790378006872852,0.0666666666666667
"32",32,0.0526315789473684,0.0496688741721854,0.0780346820809249,0.0528052805280528,0.0462633451957295
"33",33,0.0943396226415094,0.0946372239747634,0.10632183908046,0.0949367088607595,0.0748299319727891
"34",34,0.103857566765579,0.104166666666667,0.0931506849315069,0.104166666666667,0.0977917981072555
"35",35,0.0668896321070234,0.0666666666666667,0.0873493975903614,0.0666666666666667,0.0573476702508961
"36",36,0.0878378378378378,0.0847457627118644,0.10126582278481,0.0847457627118644,0.0774647887323944
"37",37,0.0930930930930931,0.0955223880597015,0.100558659217877,0.0930930930930931,0.0631229235880399
"38",38,0.0528169014084507,0.0528169014084507,0.0886075949367089,0.0528169014084507,0.046875
"39",39,0.105263157894737,0.104918032786885,0.119318181818182,0.105263157894737,0.0927835051546392
"40",40,0.0946372239747634,0.0888888888888889,0.105113636363636,0.0888888888888889,0.0719178082191781
"41",41,0.0739549839228296,0.0739549839228296,0.0705882352941176,0.0709677419354839,0.0578231292517007
"42",42,0.0702341137123746,0.0733333333333333,0.0965909090909091,0.0702341137123746,0.0688405797101449
"43",43,0.0707395498392283,0.0707395498392283,0.0919540229885057,0.0709677419354839,0.0524475524475524
"44",44,0.0976430976430976,0.0976430976430976,0.10062893081761,0.0976430976430976,0.0805860805860806
"45",45,0.0863787375415282,0.0866666666666667,0.0747663551401869,0.0866666666666667,0.0755395683453237
"46",46,0.0651465798045603,0.0651465798045603,0.0750750750750751,0.0651465798045603,0.0600706713780919
"47",47,0.101639344262295,0.101307189542484,0.110119047619048,0.101307189542484,0.105084745762712
"48",48,0.0555555555555556,0.0555555555555556,0.0694006309148265,0.0555555555555556,0.0553505535055351
"49",49,0.0774410774410774,0.0779661016949153,0.100917431192661,0.0748299319727891,0.0485074626865672
"50",50,0.0756578947368421,0.0756578947368421,0.0701219512195122,0.0756578947368421,0.0724137931034483
