"","Algorithm","Power","FDR"
"1","1D_MLE",0.60628,0.0905439016163255
"2","1D_NPMLE",0.60668,0.0903161031961576
"3","2D_NPMLE",0.62856,0.0932161354201613
"4","1D_Proj",0.60612,0.0898035553858998
"5","Welch",0.5642,0.1094480123037
