"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.0311284046692607
"2",2,0,0,0,0,0,0.0420168067226891
"3",3,0,0,0,0,0,0.0363636363636364
"4",4,0,0,0,0,0,0.0451127819548872
"5",5,0,0,0,0,0,0.0196850393700787
"6",6,0,0,0,0,0,0.037593984962406
"7",7,0,0,0,0,0,0.0502092050209205
"8",8,0,0,0,0,0,0.0671641791044776
"9",9,0,0,0,0,0,0.0613026819923372
"10",10,0,0,0,0,0,0.048689138576779
"11",11,0,0,0,0,0,0.0323886639676113
"12",12,0,0,0,0,0,0.0310077519379845
"13",13,0,0,0,0,0,0.0264150943396226
"14",14,0,0,0,0,0,0.0263157894736842
"15",15,0,0,0,0,0,0.025974025974026
"16",16,0,0,0,0,0,0.0434782608695652
"17",17,0,0,0,0,0,0.0362903225806452
"18",18,0,0,0,0,0,0.0275229357798165
"19",19,0,0,0,0,0,0.0366300366300366
"20",20,0,0,0,0,0,0.0390625
"21",21,0,0,0,0,0,0.0460251046025105
"22",22,0,0,0,0,0,0.048951048951049
"23",23,0,0,0,0,0,0.0393700787401575
"24",24,0,0,0,0,0,0.0450819672131148
"25",25,0,0,0,0,0,0.0128205128205128
"26",26,0,0,0,0,0,0.0383141762452107
"27",27,0,0,0,0,0,0.0420168067226891
"28",28,0,0,0,0,0,0.033195020746888
"29",29,0,0,0,0,0,0.0460251046025105
"30",30,0,0,0,0,0,0.0379746835443038
"31",31,0,0,0,0,0,0.0548523206751055
"32",32,0,0,0,0,0,0.0444444444444444
"33",33,0,0,0,0,0,0.04
"34",34,0,0,0,0,0,0.0466926070038911
"35",35,0,0,0,0,0,0.0524475524475524
"36",36,0,0,0,0,0,0.03515625
"37",37,0,0,0,0,0,0.0205761316872428
"38",38,0,0,0,0,0,0.0457746478873239
"39",39,0,0,0,0,0,0.0347490347490347
"40",40,0,0,0,0,0,0.0444444444444444
"41",41,0,0,0,0,0,0.036734693877551
"42",42,0,0,0,0,0,0.0260223048327138
"43",43,0,0,0,0,0,0.0491803278688525
"44",44,0,0,0,0,0,0.0570342205323194
"45",45,0,0,0,0,0,0.0456273764258555
"46",46,0,0,0,0,0,0.0203252032520325
"47",47,0,0,0,0,0,0.0278884462151394
"48",48,0,0,0,0,0,0.0495495495495495
"49",49,0,0,0,0,0,0.0238095238095238
"50",50,0,0,0,0,0,0.0474308300395257
