"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.738
"2",2,0,0,0,0,0,0,0,0,0.694
"3",3,0,0,0,0,0,0,0,0,0.674
"4",4,0,0,0,0,0,0,0,0,0.752
"5",5,0,0,0,0,0,0,0,0,0.712
"6",6,0,0,0,0,0,0,0,0,0.68
"7",7,0,0,0,0,0,0,0,0,0.664
"8",8,0,0,0,0,0,0,0,0,0.708
"9",9,0,0,0,0,0,0,0,0,0.724
"10",10,0,0,0,0,0,0,0,0,0.73
"11",11,0,0,0,0,0,0,0,0,0.714
"12",12,0,0,0,0,0,0,0,0,0.72
"13",13,0,0,0,0,0,0,0,0,0.714
"14",14,0,0,0,0,0,0,0,0,0.718
"15",15,0,0,0,0,0,0,0,0,0.716
"16",16,0,0,0,0,0,0,0,0,0.722
"17",17,0,0,0,0,0,0,0,0,0.724
"18",18,0,0,0,0,0,0,0,0,0.724
"19",19,0,0,0,0,0,0,0,0,0.692
"20",20,0,0,0,0,0,0,0,0,0.746
"21",21,0,0,0,0,0,0,0,0,0.692
"22",22,0,0,0,0,0,0,0,0,0.714
"23",23,0,0,0,0,0,0,0,0,0.708
"24",24,0,0,0,0,0,0,0,0,0.71
"25",25,0,0,0,0,0,0,0,0,0.696
"26",26,0,0,0,0,0,0,0,0,0.72
"27",27,0,0,0,0,0,0,0,0,0.698
"28",28,0,0,0,0,0,0,0,0,0.71
"29",29,0,0,0,0,0,0,0,0,0.708
"30",30,0,0,0,0,0,0,0,0,0.7
"31",31,0,0,0,0,0,0,0,0,0.67
"32",32,0,0,0,0,0,0,0,0,0.7
"33",33,0,0,0,0,0,0,0,0,0.674
"34",34,0,0,0,0,0,0,0,0,0.752
"35",35,0,0,0,0,0,0,0,0,0.688
"36",36,0,0,0,0,0,0,0,0,0.706
"37",37,0,0,0,0,0,0,0,0,0.71
"38",38,0,0,0,0,0,0,0,0,0.74
"39",39,0,0,0,0,0,0,0,0,0.704
"40",40,0,0,0,0,0,0,0,0,0.74
"41",41,0,0,0,0,0,0,0,0,0.698
"42",42,0,0,0,0,0,0,0,0,0.706
"43",43,0,0,0,0,0,0,0,0,0.716
"44",44,0,0,0,0,0,0,0,0,0.694
"45",45,0,0,0,0,0,0,0,0,0.724
"46",46,0,0,0,0,0,0,0,0,0.71
"47",47,0,0,0,0,0,0,0,0,0.742
"48",48,0,0,0,0,0,0,0,0,0.696
"49",49,0,0,0,0,0,0,0,0,0.698
"50",50,0,0,0,0,0,0,0,0,0.732
