"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.242299794661191
"2",2,0,0,0,0,0,0,0,0,0.237362637362637
"3",3,0,0,0,0,0,0,0,0,0.289029535864979
"4",4,0,0,0,0,0,0,0,0,0.253968253968254
"5",5,0,0,0,0,0,0,0,0,0.288
"6",6,0,0,0,0,0,0,0,0,0.251101321585903
"7",7,0,0,0,0,0,0,0,0,0.255605381165919
"8",8,0,0,0,0,0,0,0,0,0.265560165975104
"9",9,0,0,0,0,0,0,0,0,0.264227642276423
"10",10,0,0,0,0,0,0,0,0,0.28988326848249
"11",11,0,0,0,0,0,0,0,0,0.254697286012526
"12",12,0,0,0,0,0,0,0,0,0.254658385093168
"13",13,0,0,0,0,0,0,0,0,0.248421052631579
"14",14,0,0,0,0,0,0,0,0,0.237791932059448
"15",15,0,0,0,0,0,0,0,0,0.276767676767677
"16",16,0,0,0,0,0,0,0,0,0.267748478701826
"17",17,0,0,0,0,0,0,0,0,0.237894736842105
"18",18,0,0,0,0,0,0,0,0,0.218142548596112
"19",19,0,0,0,0,0,0,0,0,0.244541484716157
"20",20,0,0,0,0,0,0,0,0,0.232510288065844
"21",21,0,0,0,0,0,0,0,0,0.265392781316348
"22",22,0,0,0,0,0,0,0,0,0.272912423625255
"23",23,0,0,0,0,0,0,0,0,0.254736842105263
"24",24,0,0,0,0,0,0,0,0,0.282828282828283
"25",25,0,0,0,0,0,0,0,0,0.295546558704453
"26",26,0,0,0,0,0,0,0,0,0.242105263157895
"27",27,0,0,0,0,0,0,0,0,0.280412371134021
"28",28,0,0,0,0,0,0,0,0,0.233261339092873
"29",29,0,0,0,0,0,0,0,0,0.260960334029228
"30",30,0,0,0,0,0,0,0,0,0.278350515463918
"31",31,0,0,0,0,0,0,0,0,0.262114537444934
"32",32,0,0,0,0,0,0,0,0,0.237472766884532
"33",33,0,0,0,0,0,0,0,0,0.286016949152542
"34",34,0,0,0,0,0,0,0,0,0.259842519685039
"35",35,0,0,0,0,0,0,0,0,0.242290748898678
"36",36,0,0,0,0,0,0,0,0,0.240860215053763
"37",37,0,0,0,0,0,0,0,0,0.298418972332016
"38",38,0,0,0,0,0,0,0,0,0.235537190082645
"39",39,0,0,0,0,0,0,0,0,0.252653927813163
"40",40,0,0,0,0,0,0,0,0,0.246435845213849
"41",41,0,0,0,0,0,0,0,0,0.251072961373391
"42",42,0,0,0,0,0,0,0,0,0.259958071278826
"43",43,0,0,0,0,0,0,0,0,0.25879917184265
"44",44,0,0,0,0,0,0,0,0,0.221973094170404
"45",45,0,0,0,0,0,0,0,0,0.273092369477912
"46",46,0,0,0,0,0,0,0,0,0.266528925619835
"47",47,0,0,0,0,0,0,0,0,0.217299578059072
"48",48,0,0,0,0,0,0,0,0,0.253218884120172
"49",49,0,0,0,0,0,0,0,0,0.24622030237581
"50",50,0,0,0,0,0,0,0,0,0.276679841897233
