"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0,0,0,0,0.0308880308880309,0
"2",2,0,0,0,0,0,0.0505415162454874,0
"3",3,0,0,0,0,0,0.0479704797047971,0
"4",4,0,0,0,0,0,0.048582995951417,0
"5",5,0,0,0,0,0,0.0742049469964664,0
"6",6,0,0,0,0,0,0.0562248995983936,0
"7",7,0,0,0,0,0,0.0358744394618834,0
"8",8,0,0,0,0,0,0.0299625468164794,0
"9",9,0,0,0,0,0,0.0427046263345196,0
"10",10,0,0,0,0,0,0.0342205323193916,0
"11",11,0,0,0,0,0,0.0766550522648084,0
"12",12,0,0,0,0,0,0.0454545454545455,0
"13",13,0,0,0,0,0,0.0503597122302158,0
"14",14,0,0,0,0,0,0.0277777777777778,0
"15",15,0,0,0,0,0,0.0518518518518519,0
"16",16,0,0,0,0,0,0.03125,0
"17",17,0,0,0,0,0,0.0650406504065041,0
"18",18,0,0,0,0,0,0.0253164556962025,0
"19",19,0,0,0,0,0,0.053030303030303,0
"20",20,0,0,0,0,0,0.0402930402930403,0
"21",21,0,0,0,0,0,0.037344398340249,0
"22",22,0,0,0,0,0,0.0477941176470588,0
"23",23,0,0,0,0,0,0.0344827586206897,0
"24",24,0,0,0,0,0,0.0414746543778802,0
"25",25,0,0,0,0,0,0.0602409638554217,0
"26",26,0,0,0,0,0,0.0305343511450382,0
"27",27,0,0,0,0,0,0.00408163265306122,0
"28",28,0,0,0,0,0,0.0460992907801418,0
"29",29,0,0,0,0,0,0.0459363957597173,0
"30",30,0,0,0,0,0,0.0516605166051661,0
"31",31,0,0,0,0,0,0.03690036900369,0
"32",32,0,0,0,0,0,0.00840336134453781,0
"33",33,0,0,0,0,0,0.0625,0
"34",34,0,0,0,0,0,0.03515625,0
"35",35,0,0,0,0,0,0.0546218487394958,0
"36",36,0,0,0,0,0,0.0364372469635627,0
"37",37,0,0,0,0,0,0.0335570469798658,0
"38",38,0,0,0,0,0,0.0714285714285714,0
"39",39,0,0,0,0,0,0.0481481481481481,0
"40",40,0,0,0,0,0,0.0323886639676113,0
"41",41,0,0,0,0,0,0.0861423220973783,0
"42",42,0,0,0,0,0,0.0205761316872428,0
"43",43,0,0,0,0,0,0.044280442804428,0
"44",44,0,0,0,0,0,0.0703703703703704,0
"45",45,0,0,0,0,0,0.0416666666666667,0
"46",46,0,0,0,0,0,0.0404858299595142,0
"47",47,0,0,0,0,0,0.0344827586206897,0
"48",48,0,0,0,0,0,0.0786885245901639,0
"49",49,0,0,0,0,0,0.0615384615384615,0
"50",50,0,0,0,0,0,0.0617760617760618,0
