"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.632
"2",2,0,0,0,0,0,0,0,0.662
"3",3,0,0,0,0,0,0,0,0.65
"4",4,0,0,0,0,0,0,0,0.664
"5",5,0,0,0,0,0,0,0,0.656
"6",6,0,0,0,0,0,0,0,0.666
"7",7,0,0,0,0,0,0,0,0.674
"8",8,0,0,0,0,0,0,0,0.65
"9",9,0,0,0,0,0,0,0,0.692
"10",10,0,0,0,0,0,0,0,0.714
"11",11,0,0,0,0,0,0,0,0.66
"12",12,0,0,0,0,0,0,0,0.668
"13",13,0,0,0,0,0,0,0,0.644
"14",14,0,0,0,0,0,0,0,0.644
"15",15,0,0,0,0,0,0,0,0.632
"16",16,0,0,0,0,0,0,0,0.682
"17",17,0,0,0,0,0,0,0,0.676
"18",18,0,0,0,0,0,0,0,0.644
"19",19,0,0,0,0,0,0,0,0.66
"20",20,0,0,0,0,0,0,0,0.662
"21",21,0,0,0,0,0,0,0,0.648
"22",22,0,0,0,0,0,0,0,0.652
"23",23,0,0,0,0,0,0,0,0.702
"24",24,0,0,0,0,0,0,0,0.672
"25",25,0,0,0,0,0,0,0,0.642
"26",26,0,0,0,0,0,0,0,0.676
"27",27,0,0,0,0,0,0,0,0.644
"28",28,0,0,0,0,0,0,0,0.648
"29",29,0,0,0,0,0,0,0,0.718
"30",30,0,0,0,0,0,0,0,0.67
"31",31,0,0,0,0,0,0,0,0.652
"32",32,0,0,0,0,0,0,0,0.684
"33",33,0,0,0,0,0,0,0,0.662
"34",34,0,0,0,0,0,0,0,0.632
"35",35,0,0,0,0,0,0,0,0.68
"36",36,0,0,0,0,0,0,0,0.65
"37",37,0,0,0,0,0,0,0,0.662
"38",38,0,0,0,0,0,0,0,0.64
"39",39,0,0,0,0,0,0,0,0.636
"40",40,0,0,0,0,0,0,0,0.628
"41",41,0,0,0,0,0,0,0,0.634
"42",42,0,0,0,0,0,0,0,0.686
"43",43,0,0,0,0,0,0,0,0.69
"44",44,0,0,0,0,0,0,0,0.64
"45",45,0,0,0,0,0,0,0,0.674
"46",46,0,0,0,0,0,0,0,0.682
"47",47,0,0,0,0,0,0,0,0.69
"48",48,0,0,0,0,0,0,0,0.682
"49",49,0,0,0,0,0,0,0,0.662
"50",50,0,0,0,0,0,0,0,0.634
