"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.39424,0.0892520830327276
"2","2D_NPMLE",0.53936,0.0866274100928041
"3","Welch",0.2512,0.0785358162114774
"4","B_F",0.00012,0
"5","t_test",0.3962,0.0902992739470945
