"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.512
"2",2,0,0,0,0,0,0,0,0.534
"3",3,0,0,0,0,0,0,0,0.524
"4",4,0,0,0,0,0,0,0,0.536
"5",5,0,0,0,0,0,0,0,0.54
"6",6,0,0,0,0,0,0,0,0.554
"7",7,0,0,0,0,0,0,0,0.546
"8",8,0,0,0,0,0,0,0,0.552
"9",9,0,0,0,0,0,0,0,0.576
"10",10,0,0,0,0,0,0,0,0.544
"11",11,0,0,0,0,0,0,0,0.518
"12",12,0,0,0,0,0,0,0,0.544
"13",13,0,0,0,0,0,0,0,0.53
"14",14,0,0,0,0,0,0,0,0.556
"15",15,0,0,0,0,0,0,0,0.522
"16",16,0,0,0,0,0,0,0,0.552
"17",17,0,0,0,0,0,0,0,0.586
"18",18,0,0,0,0,0,0,0,0.55
"19",19,0,0,0,0,0,0,0,0.496
"20",20,0,0,0,0,0,0,0,0.502
"21",21,0,0,0,0,0,0,0,0.532
"22",22,0,0,0,0,0,0,0,0.552
"23",23,0,0,0,0,0,0,0,0.536
"24",24,0,0,0,0,0,0,0,0.542
"25",25,0,0,0,0,0,0,0,0.552
"26",26,0,0,0,0,0,0,0,0.554
"27",27,0,0,0,0,0,0,0,0.586
"28",28,0,0,0,0,0,0,0,0.578
"29",29,0,0,0,0,0,0,0,0.522
"30",30,0,0,0,0,0,0,0,0.536
"31",31,0,0,0,0,0,0,0,0.484
"32",32,0,0,0,0,0,0,0,0.58
"33",33,0,0,0,0,0,0,0,0.55
"34",34,0,0,0,0,0,0,0,0.544
"35",35,0,0,0,0,0,0,0,0.556
"36",36,0,0,0,0,0,0,0,0.524
"37",37,0,0,0,0,0,0,0,0.566
"38",38,0,0,0,0,0,0,0,0.568
"39",39,0,0,0,0,0,0,0,0.514
"40",40,0,0,0,0,0,0,0,0.544
"41",41,0,0,0,0,0,0,0,0.588
"42",42,0,0,0,0,0,0,0,0.558
"43",43,0,0,0,0,0,0,0,0.552
"44",44,0,0,0,0,0,0,0,0.566
"45",45,0,0,0,0,0,0,0,0.562
"46",46,0,0,0,0,0,0,0,0.55
"47",47,0,0,0,0,0,0,0,0.546
"48",48,0,0,0,0,0,0,0,0.512
"49",49,0,0,0,0,0,0,0,0.546
"50",50,0,0,0,0,0,0,0,0.496
