"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","t_test"
"1",1,0,0.122137404580153,0.0906148867313916,0,0.0955414012738854,0,0.117647058823529
"2",2,0,0.0921052631578947,0.0590277777777778,0,0.0866141732283465,0,0.102564102564103
"3",3,0,0.0886699507389163,0.09,0,0.0964912280701754,0,0.0966183574879227
"4",4,0,0.0676328502415459,0.112956810631229,0,0.0821917808219178,0,0.0631067961165049
"5",5,0,0.0922330097087379,0.100694444444444,0,0.0603448275862069,0,0.0913461538461538
"6",6,0,0.113924050632911,0.118032786885246,0,0.0915492957746479,0,0.11344537815126
"7",7,0,0.103139013452915,0.0769230769230769,0,0.0579710144927536,0,0.102678571428571
"8",8,0,0.117886178861789,0.0977198697068404,0,0.127906976744186,0,0.117886178861789
"9",9,0,0.104417670682731,0.0825082508250825,0,0.107344632768362,0,0.104417670682731
"10",10,0,0.0941704035874439,0.0936454849498328,0,0.122302158273381,0,0.0977777777777778
"11",11,0,0.0609137055837563,0.0986394557823129,0,0.0575539568345324,0,0.0609137055837563
"12",12,0,0.106194690265487,0.0696864111498258,0,0.0699300699300699,0,0.104347826086957
"13",13,0,0.0634920634920635,0.0714285714285714,0,0.0307692307692308,0,0.0634920634920635
"14",14,0,0.083743842364532,0.0853242320819113,0,0.096551724137931,0,0.087378640776699
"15",15,0,0.086734693877551,0.10580204778157,0,0.0625,0,0.085
"16",16,0,0.0795454545454545,0.0565371024734982,0,0.0510204081632653,0,0.0795454545454545
"17",17,0,0.122549019607843,0.0896551724137931,0,0.134328358208955,0,0.122549019607843
"18",18,0,0.0642201834862385,0.0641891891891892,0,0.072992700729927,0,0.0707964601769911
"19",19,0,0.103448275862069,0.075812274368231,0,0.0928571428571429,0,0.103448275862069
"20",20,0,0.065843621399177,0.0883280757097792,0,0.0466666666666667,0,0.0688259109311741
"21",21,0,0.0721153846153846,0.060377358490566,0,0.110344827586207,0,0.0758293838862559
"22",22,0,0.0677083333333333,0.0935251798561151,0,0.0683760683760684,0,0.0673575129533679
"23",23,0,0.1,0.0769230769230769,0,0.062992125984252,0,0.1
"24",24,0,0.122549019607843,0.0772058823529412,0,0.105691056910569,0,0.118226600985222
"25",25,0,0.0787037037037037,0.0638297872340425,0,0.0753424657534247,0,0.0787037037037037
"26",26,0,0.0787037037037037,0.0915032679738562,0,0.0564516129032258,0,0.0783410138248848
"27",27,0,0.118942731277533,0.0538720538720539,0,0.09375,0,0.118942731277533
"28",28,0,0.0757575757575758,0.0801393728222996,0,0.0503597122302158,0,0.0761421319796954
"29",29,0,0.115079365079365,0.114197530864198,0,0.0982658959537572,0,0.115537848605578
"30",30,0,0.0848214285714286,0.0958466453674121,0,0.0650406504065041,0,0.0848214285714286
"31",31,0,0.109704641350211,0.0909090909090909,0,0.0897435897435897,0,0.116666666666667
"32",32,0,0.115702479338843,0.0897009966777409,0,0.112426035502959,0,0.118367346938776
"33",33,0,0.0776699029126214,0.0827586206896552,0,0.0840336134453782,0,0.0805687203791469
"34",34,0,0.0947867298578199,0.0927152317880795,0,0.1,0,0.0952380952380952
"35",35,0,0.0673575129533679,0.0769230769230769,0,0.055045871559633,0,0.0673575129533679
"36",36,0,0.082051282051282,0.0581818181818182,0,0.0521739130434783,0,0.0886699507389163
"37",37,0,0.101449275362319,0.0947368421052632,0,0.0909090909090909,0,0.100961538461538
"38",38,0,0.0991735537190083,0.13030303030303,0,0.0710059171597633,0,0.0916666666666667
"39",39,0,0.0837004405286344,0.128125,0,0.105633802816901,0,0.0837004405286344
"40",40,0,0.085972850678733,0.088339222614841,0,0.0620689655172414,0,0.085972850678733
"41",41,0,0.122529644268775,0.08125,0,0.101694915254237,0,0.122529644268775
"42",42,0,0.0651162790697674,0.097972972972973,0,0.0503597122302158,0,0.0642201834862385
"43",43,0,0.0756756756756757,0.101449275362319,0,0.112903225806452,0,0.0846560846560847
"44",44,0,0.0813397129186603,0.0795847750865052,0,0.0512820512820513,0,0.0821256038647343
"45",45,0,0.0779816513761468,0.0764119601328904,0,0.0814814814814815,0,0.0810810810810811
"46",46,0,0.0819672131147541,0.107594936708861,0,0.0662251655629139,0,0.0781893004115226
"47",47,0,0.0896860986547085,0.0926517571884984,0,0.0735294117647059,0,0.0933333333333333
"48",48,0,0.0473684210526316,0.0753424657534247,0,0.0285714285714286,0,0.0518134715025907
"49",49,0,0.0742574257425743,0.0896551724137931,0,0.0695652173913043,0,0.0788177339901478
"50",50,0,0.0817307692307692,0.0618181818181818,0,0.0380952380952381,0,0.0813397129186603
