"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.10801393728223
"2",2,0,0,0,0,0,0,0,0.0887372013651877
"3",3,0,0,0,0,0,0,0,0.096551724137931
"4",4,0,0,0,0,0,0,0,0.112582781456954
"5",5,0,0,0,0,0,0,0,0.096989966555184
"6",6,0,0,0,0,0,0,0,0.100649350649351
"7",7,0,0,0,0,0,0,0,0.113636363636364
"8",8,0,0,0,0,0,0,0,0.126582278481013
"9",9,0,0,0,0,0,0,0,0.0914826498422713
"10",10,0,0,0,0,0,0,0,0.11400651465798
"11",11,0,0,0,0,0,0,0,0.13953488372093
"12",12,0,0,0,0,0,0,0,0.087248322147651
"13",13,0,0,0,0,0,0,0,0.0924657534246575
"14",14,0,0,0,0,0,0,0,0.155015197568389
"15",15,0,0,0,0,0,0,0,0.0968858131487889
"16",16,0,0,0,0,0,0,0,0.112540192926045
"17",17,0,0,0,0,0,0,0,0.095679012345679
"18",18,0,0,0,0,0,0,0,0.0894039735099338
"19",19,0,0,0,0,0,0,0,0.0780669144981413
"20",20,0,0,0,0,0,0,0,0.0738007380073801
"21",21,0,0,0,0,0,0,0,0.116279069767442
"22",22,0,0,0,0,0,0,0,0.106796116504854
"23",23,0,0,0,0,0,0,0,0.103678929765886
"24",24,0,0,0,0,0,0,0,0.102649006622517
"25",25,0,0,0,0,0,0,0,0.103896103896104
"26",26,0,0,0,0,0,0,0,0.0977198697068404
"27",27,0,0,0,0,0,0,0,0.0928792569659443
"28",28,0,0,0,0,0,0,0,0.129518072289157
"29",29,0,0,0,0,0,0,0,0.0905923344947735
"30",30,0,0,0,0,0,0,0,0.121311475409836
"31",31,0,0,0,0,0,0,0,0.132616487455197
"32",32,0,0,0,0,0,0,0,0.131736526946108
"33",33,0,0,0,0,0,0,0,0.124203821656051
"34",34,0,0,0,0,0,0,0,0.0933333333333333
"35",35,0,0,0,0,0,0,0,0.108974358974359
"36",36,0,0,0,0,0,0,0,0.096551724137931
"37",37,0,0,0,0,0,0,0,0.0841423948220065
"38",38,0,0,0,0,0,0,0,0.123456790123457
"39",39,0,0,0,0,0,0,0,0.0982456140350877
"40",40,0,0,0,0,0,0,0,0.12540192926045
"41",41,0,0,0,0,0,0,0,0.098159509202454
"42",42,0,0,0,0,0,0,0,0.0792079207920792
"43",43,0,0,0,0,0,0,0,0.103896103896104
"44",44,0,0,0,0,0,0,0,0.115625
"45",45,0,0,0,0,0,0,0,0.0906148867313916
"46",46,0,0,0,0,0,0,0,0.140625
"47",47,0,0,0,0,0,0,0,0.107843137254902
"48",48,0,0,0,0,0,0,0,0.0921985815602837
"49",49,0,0,0,0,0,0,0,0.0869565217391304
"50",50,0,0,0,0,0,0,0,0.129824561403509
