"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.534
"2",2,0,0,0,0,0,0,0,0,0.524
"3",3,0,0,0,0,0,0,0,0,0.526
"4",4,0,0,0,0,0,0,0,0,0.512
"5",5,0,0,0,0,0,0,0,0,0.514
"6",6,0,0,0,0,0,0,0,0,0.532
"7",7,0,0,0,0,0,0,0,0,0.494
"8",8,0,0,0,0,0,0,0,0,0.524
"9",9,0,0,0,0,0,0,0,0,0.54
"10",10,0,0,0,0,0,0,0,0,0.5
"11",11,0,0,0,0,0,0,0,0,0.516
"12",12,0,0,0,0,0,0,0,0,0.546
"13",13,0,0,0,0,0,0,0,0,0.59
"14",14,0,0,0,0,0,0,0,0,0.54
"15",15,0,0,0,0,0,0,0,0,0.548
"16",16,0,0,0,0,0,0,0,0,0.544
"17",17,0,0,0,0,0,0,0,0,0.5
"18",18,0,0,0,0,0,0,0,0,0.528
"19",19,0,0,0,0,0,0,0,0,0.538
"20",20,0,0,0,0,0,0,0,0,0.534
"21",21,0,0,0,0,0,0,0,0,0.524
"22",22,0,0,0,0,0,0,0,0,0.58
"23",23,0,0,0,0,0,0,0,0,0.5
"24",24,0,0,0,0,0,0,0,0,0.518
"25",25,0,0,0,0,0,0,0,0,0.526
"26",26,0,0,0,0,0,0,0,0,0.53
"27",27,0,0,0,0,0,0,0,0,0.544
"28",28,0,0,0,0,0,0,0,0,0.5
"29",29,0,0,0,0,0,0,0,0,0.536
"30",30,0,0,0,0,0,0,0,0,0.55
"31",31,0,0,0,0,0,0,0,0,0.532
"32",32,0,0,0,0,0,0,0,0,0.488
"33",33,0,0,0,0,0,0,0,0,0.526
"34",34,0,0,0,0,0,0,0,0,0.506
"35",35,0,0,0,0,0,0,0,0,0.548
"36",36,0,0,0,0,0,0,0,0,0.552
"37",37,0,0,0,0,0,0,0,0,0.566
"38",38,0,0,0,0,0,0,0,0,0.526
"39",39,0,0,0,0,0,0,0,0,0.574
"40",40,0,0,0,0,0,0,0,0,0.518
"41",41,0,0,0,0,0,0,0,0,0.572
"42",42,0,0,0,0,0,0,0,0,0.522
"43",43,0,0,0,0,0,0,0,0,0.588
"44",44,0,0,0,0,0,0,0,0,0.566
"45",45,0,0,0,0,0,0,0,0,0.548
"46",46,0,0,0,0,0,0,0,0,0.53
"47",47,0,0,0,0,0,0,0,0,0.486
"48",48,0,0,0,0,0,0,0,0,0.53
"49",49,0,0,0,0,0,0,0,0,0.548
"50",50,0,0,0,0,0,0,0,0,0.558
