"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.308285163776493
"2",2,0,0,0,0,0,0,0,0,0.297244094488189
"3",3,0,0,0,0,0,0,0,0,0.284210526315789
"4",4,0,0,0,0,0,0,0,0,0.280665280665281
"5",5,0,0,0,0,0,0,0,0,0.294234592445328
"6",6,0,0,0,0,0,0,0,0,0.298597194388778
"7",7,0,0,0,0,0,0,0,0,0.281720430107527
"8",8,0,0,0,0,0,0,0,0,0.267094017094017
"9",9,0,0,0,0,0,0,0,0,0.302845528455285
"10",10,0,0,0,0,0,0,0,0,0.295774647887324
"11",11,0,0,0,0,0,0,0,0,0.274390243902439
"12",12,0,0,0,0,0,0,0,0,0.298353909465021
"13",13,0,0,0,0,0,0,0,0,0.269311064718163
"14",14,0,0,0,0,0,0,0,0,0.270325203252033
"15",15,0,0,0,0,0,0,0,0,0.259259259259259
"16",16,0,0,0,0,0,0,0,0,0.339147286821705
"17",17,0,0,0,0,0,0,0,0,0.277665995975855
"18",18,0,0,0,0,0,0,0,0,0.277432712215321
"19",19,0,0,0,0,0,0,0,0,0.285714285714286
"20",20,0,0,0,0,0,0,0,0,0.315040650406504
"21",21,0,0,0,0,0,0,0,0,0.287169042769857
"22",22,0,0,0,0,0,0,0,0,0.294238683127572
"23",23,0,0,0,0,0,0,0,0,0.321862348178138
"24",24,0,0,0,0,0,0,0,0,0.340304182509506
"25",25,0,0,0,0,0,0,0,0,0.265346534653465
"26",26,0,0,0,0,0,0,0,0,0.313461538461538
"27",27,0,0,0,0,0,0,0,0,0.326335877862595
"28",28,0,0,0,0,0,0,0,0,0.319191919191919
"29",29,0,0,0,0,0,0,0,0,0.307228915662651
"30",30,0,0,0,0,0,0,0,0,0.315384615384615
"31",31,0,0,0,0,0,0,0,0,0.328793774319066
"32",32,0,0,0,0,0,0,0,0,0.299618320610687
"33",33,0,0,0,0,0,0,0,0,0.320610687022901
"34",34,0,0,0,0,0,0,0,0,0.330724070450098
"35",35,0,0,0,0,0,0,0,0,0.323699421965318
"36",36,0,0,0,0,0,0,0,0,0.293542074363992
"37",37,0,0,0,0,0,0,0,0,0.324
"38",38,0,0,0,0,0,0,0,0,0.296296296296296
"39",39,0,0,0,0,0,0,0,0,0.287234042553192
"40",40,0,0,0,0,0,0,0,0,0.330258302583026
"41",41,0,0,0,0,0,0,0,0,0.283433133732535
"42",42,0,0,0,0,0,0,0,0,0.338551859099804
"43",43,0,0,0,0,0,0,0,0,0.288343558282209
"44",44,0,0,0,0,0,0,0,0,0.288934426229508
"45",45,0,0,0,0,0,0,0,0,0.347058823529412
"46",46,0,0,0,0,0,0,0,0,0.341959334565619
"47",47,0,0,0,0,0,0,0,0,0.289308176100629
"48",48,0,0,0,0,0,0,0,0,0.319311663479924
"49",49,0,0,0,0,0,0,0,0,0.330783938814532
"50",50,0,0,0,0,0,0,0,0,0.276595744680851
