"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","t_test"
"1",1,0,0.102836879432624,0.0911949685534591,0,0.132596685082873,0,0.106896551724138
"2",2,0,0.0590405904059041,0.065359477124183,0,0.141414141414141,0,0.0590405904059041
"3",3,0,0.126315789473684,0.103125,0,0.181347150259067,0,0.121428571428571
"4",4,0,0.0583333333333333,0.0819112627986348,0,0.112820512820513,0,0.0580912863070539
"5",5,0,0.107142857142857,0.100946372239748,0,0.144385026737968,0,0.106382978723404
"6",6,0,0.0878661087866109,0.10472972972973,0,0.194871794871795,0,0.0878661087866109
"7",7,0,0.0830188679245283,0.0846905537459283,0,0.176165803108808,0,0.0830188679245283
"8",8,0,0.0677290836653386,0.0944625407166124,0,0.161458333333333,0,0.0604838709677419
"9",9,0,0.0846153846153846,0.109034267912773,0,0.114285714285714,0,0.091254752851711
"10",10,0,0.0705882352941176,0.0958466453674121,0,0.184357541899441,0,0.0705882352941176
"11",11,0,0.0916030534351145,0.12037037037037,0,0.143646408839779,0,0.0916030534351145
"12",12,0,0.112449799196787,0.109965635738832,0,0.183431952662722,0,0.116
"13",13,0,0.0669144981412639,0.073482428115016,0,0.0923913043478261,0,0.072463768115942
"14",14,0,0.0798479087452472,0.101910828025478,0,0.134715025906736,0,0.0833333333333333
"15",15,0,0.072992700729927,0.0699088145896656,0,0.154205607476636,0,0.0821428571428571
"16",16,0,0.0703125,0.0598006644518272,0,0.130890052356021,0,0.0703125
"17",17,0,0.0855018587360595,0.0877742946708464,0,0.144329896907216,0,0.0888888888888889
"18",18,0,0.0714285714285714,0.0866666666666667,0,0.172972972972973,0,0.0890688259109312
"19",19,0,0.0836120401337793,0.0718562874251497,0,0.143518518518519,0,0.0838926174496644
"20",20,0,0.117216117216117,0.0947712418300654,0,0.146341463414634,0,0.129496402877698
"21",21,0,0.0901960784313725,0.106796116504854,0,0.111702127659574,0,0.0901960784313725
"22",22,0,0.0684410646387833,0.0744336569579288,0,0.113513513513514,0,0.0681818181818182
"23",23,0,0.083941605839416,0.0761904761904762,0,0.137755102040816,0,0.0836363636363636
"24",24,0,0.0824372759856631,0.0887573964497041,0,0.114155251141553,0,0.0947368421052632
"25",25,0,0.0958904109589041,0.0825958702064897,0,0.102564102564103,0,0.0955631399317406
"26",26,0,0.062015503875969,0.619395203336809,0,0.145251396648045,0,0.062015503875969
"27",27,0,0.079295154185022,0.096551724137931,0,0.0878378378378378,0,0.0786026200873362
"28",28,0,0.121428571428571,0.0883280757097792,0,0.120253164556962,0,0.121863799283154
"29",29,0,0.0902255639097744,0.0830670926517572,0,0.103960396039604,0,0.0902255639097744
"30",30,0,0.0862745098039216,0.0933333333333333,0,0.111111111111111,0,0.0862745098039216
"31",31,0,0.0607287449392713,0.0794701986754967,0,0.133333333333333,0,0.064
"32",32,0,0.0905349794238683,0.0976430976430976,0,0.153846153846154,0,0.092741935483871
"33",33,0,0.0945454545454545,0.0960960960960961,0,0.141361256544503,0,0.100719424460432
"34",34,0,0.0956521739130435,0.102040816326531,0,0.160839160839161,0,0.0987124463519313
"35",35,0,0.0725190839694656,0.107594936708861,0,0.156976744186047,0,0.0817843866171004
"36",36,0,0.090566037735849,0.0568561872909699,0,0.113513513513514,0,0.0898876404494382
"37",37,0,0.0857142857142857,0.0612244897959184,0,0.114864864864865,0,0.0873015873015873
"38",38,0,0.0743494423791822,0.0836012861736334,0,0.162162162162162,0,0.0743494423791822
"39",39,0,0.0727272727272727,0.0608974358974359,0,0.118279569892473,0,0.0854092526690391
"40",40,0,0.101083032490975,0.12463768115942,0,0.103448275862069,0,0.107142857142857
"41",41,0,0.12639405204461,0.106796116504854,0,0.120879120879121,0,0.134545454545455
"42",42,0,0.0883534136546185,0.0774410774410774,0,0.134502923976608,0,0.0890688259109312
"43",43,0,0.0823529411764706,0.0582191780821918,0,0.14207650273224,0,0.0852713178294574
"44",44,0,0.0861423220973783,0.0690789473684211,0,0.153465346534653,0,0.0830188679245283
"45",45,0,0.0683453237410072,0.08,0,0.106951871657754,0,0.0683453237410072
"46",46,0,0.0757575757575758,0.0877742946708464,0,0.157142857142857,0,0.0882352941176471
"47",47,0,0.112449799196787,0.100671140939597,0,0.180904522613065,0,0.112449799196787
"48",48,0,0.0840336134453782,0.0641891891891892,0,0.160493827160494,0,0.0829875518672199
"49",49,0,0.104693140794224,0.0888157894736842,0,0.162011173184358,0,0.0981818181818182
"50",50,0,0.099236641221374,0.0958466453674121,0,0.173184357541899,0,0.0996168582375479
