"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.572
"2",2,0,0,0,0,0,0,0,0,0.524
"3",3,0,0,0,0,0,0,0,0,0.534
"4",4,0,0,0,0,0,0,0,0,0.574
"5",5,0,0,0,0,0,0,0,0,0.526
"6",6,0,0,0,0,0,0,0,0,0.632
"7",7,0,0,0,0,0,0,0,0,0.59
"8",8,0,0,0,0,0,0,0,0,0.528
"9",9,0,0,0,0,0,0,0,0,0.59
"10",10,0,0,0,0,0,0,0,0,0.556
"11",11,0,0,0,0,0,0,0,0,0.612
"12",12,0,0,0,0,0,0,0,0,0.546
"13",13,0,0,0,0,0,0,0,0,0.592
"14",14,0,0,0,0,0,0,0,0,0.588
"15",15,0,0,0,0,0,0,0,0,0.504
"16",16,0,0,0,0,0,0,0,0,0.574
"17",17,0,0,0,0,0,0,0,0,0.598
"18",18,0,0,0,0,0,0,0,0,0.55
"19",19,0,0,0,0,0,0,0,0,0.548
"20",20,0,0,0,0,0,0,0,0,0.548
"21",21,0,0,0,0,0,0,0,0,0.556
"22",22,0,0,0,0,0,0,0,0,0.628
"23",23,0,0,0,0,0,0,0,0,0.574
"24",24,0,0,0,0,0,0,0,0,0.564
"25",25,0,0,0,0,0,0,0,0,0.554
"26",26,0,0,0,0,0,0,0,0,0.568
"27",27,0,0,0,0,0,0,0,0,0.582
"28",28,0,0,0,0,0,0,0,0,0.54
"29",29,0,0,0,0,0,0,0,0,0.582
"30",30,0,0,0,0,0,0,0,0,0.574
"31",31,0,0,0,0,0,0,0,0,0.584
"32",32,0,0,0,0,0,0,0,0,0.562
"33",33,0,0,0,0,0,0,0,0,0.572
"34",34,0,0,0,0,0,0,0,0,0.546
"35",35,0,0,0,0,0,0,0,0,0.554
"36",36,0,0,0,0,0,0,0,0,0.548
"37",37,0,0,0,0,0,0,0,0,0.548
"38",38,0,0,0,0,0,0,0,0,0.582
"39",39,0,0,0,0,0,0,0,0,0.554
"40",40,0,0,0,0,0,0,0,0,0.542
"41",41,0,0,0,0,0,0,0,0,0.548
"42",42,0,0,0,0,0,0,0,0,0.558
"43",43,0,0,0,0,0,0,0,0,0.56
"44",44,0,0,0,0,0,0,0,0,0.524
"45",45,0,0,0,0,0,0,0,0,0.562
"46",46,0,0,0,0,0,0,0,0,0.522
"47",47,0,0,0,0,0,0,0,0,0.57
"48",48,0,0,0,0,0,0,0,0,0.602
"49",49,0,0,0,0,0,0,0,0,0.566
"50",50,0,0,0,0,0,0,0,0,0.548
