"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.598
"2",2,0,0,0,0,0,0,0,0.568
"3",3,0,0,0,0,0,0,0,0.582
"4",4,0,0,0,0,0,0,0,0.542
"5",5,0,0,0,0,0,0,0,0.556
"6",6,0,0,0,0,0,0,0,0.574
"7",7,0,0,0,0,0,0,0,0.634
"8",8,0,0,0,0,0,0,0,0.586
"9",9,0,0,0,0,0,0,0,0.554
"10",10,0,0,0,0,0,0,0,0.57
"11",11,0,0,0,0,0,0,0,0.534
"12",12,0,0,0,0,0,0,0,0.57
"13",13,0,0,0,0,0,0,0,0.572
"14",14,0,0,0,0,0,0,0,0.59
"15",15,0,0,0,0,0,0,0,0.56
"16",16,0,0,0,0,0,0,0,0.56
"17",17,0,0,0,0,0,0,0,0.564
"18",18,0,0,0,0,0,0,0,0.598
"19",19,0,0,0,0,0,0,0,0.534
"20",20,0,0,0,0,0,0,0,0.574
"21",21,0,0,0,0,0,0,0,0.558
"22",22,0,0,0,0,0,0,0,0.608
"23",23,0,0,0,0,0,0,0,0.552
"24",24,0,0,0,0,0,0,0,0.576
"25",25,0,0,0,0,0,0,0,0.588
"26",26,0,0,0,0,0,0,0,0.602
"27",27,0,0,0,0,0,0,0,0.578
"28",28,0,0,0,0,0,0,0,0.55
"29",29,0,0,0,0,0,0,0,0.588
"30",30,0,0,0,0,0,0,0,0.578
"31",31,0,0,0,0,0,0,0,0.578
"32",32,0,0,0,0,0,0,0,0.576
"33",33,0,0,0,0,0,0,0,0.564
"34",34,0,0,0,0,0,0,0,0.582
"35",35,0,0,0,0,0,0,0,0.59
"36",36,0,0,0,0,0,0,0,0.592
"37",37,0,0,0,0,0,0,0,0.572
"38",38,0,0,0,0,0,0,0,0.602
"39",39,0,0,0,0,0,0,0,0.582
"40",40,0,0,0,0,0,0,0,0.558
"41",41,0,0,0,0,0,0,0,0.57
"42",42,0,0,0,0,0,0,0,0.578
"43",43,0,0,0,0,0,0,0,0.564
"44",44,0,0,0,0,0,0,0,0.59
"45",45,0,0,0,0,0,0,0,0.566
"46",46,0,0,0,0,0,0,0,0.53
"47",47,0,0,0,0,0,0,0,0.588
"48",48,0,0,0,0,0,0,0,0.556
"49",49,0,0,0,0,0,0,0,0.576
"50",50,0,0,0,0,0,0,0,0.558
