"","Algorithm","Power","FDR"
"1","1D_MLE",0.60004,0.0931662991840527
"2","1D_NPMLE",0.59984,0.0934053130860067
"3","2D_NPMLE",0.62876,0.0951540944613437
"4","1D_Proj",0.59956,0.093043322616578
"5","Welch",0.56256,0.104463887253018
