"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.66056,0.0896805327064937
"2","2D_NPMLE",0.68164,0.093164877953489
"3","Welch",0.64744,0.0836190027040909
"4","B_F",0.60532,0.0414303394861905
"5","Pooled_t",0.66056,0.0897903956480703
