"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.672
"2",2,0,0,0,0,0,0,0,0,0.714
"3",3,0,0,0,0,0,0,0,0,0.678
"4",4,0,0,0,0,0,0,0,0,0.688
"5",5,0,0,0,0,0,0,0,0,0.692
"6",6,0,0,0,0,0,0,0,0,0.712
"7",7,0,0,0,0,0,0,0,0,0.712
"8",8,0,0,0,0,0,0,0,0,0.676
"9",9,0,0,0,0,0,0,0,0,0.716
"10",10,0,0,0,0,0,0,0,0,0.682
"11",11,0,0,0,0,0,0,0,0,0.662
"12",12,0,0,0,0,0,0,0,0,0.692
"13",13,0,0,0,0,0,0,0,0,0.714
"14",14,0,0,0,0,0,0,0,0,0.71
"15",15,0,0,0,0,0,0,0,0,0.69
"16",16,0,0,0,0,0,0,0,0,0.694
"17",17,0,0,0,0,0,0,0,0,0.694
"18",18,0,0,0,0,0,0,0,0,0.668
"19",19,0,0,0,0,0,0,0,0,0.678
"20",20,0,0,0,0,0,0,0,0,0.718
"21",21,0,0,0,0,0,0,0,0,0.71
"22",22,0,0,0,0,0,0,0,0,0.658
"23",23,0,0,0,0,0,0,0,0,0.67
"24",24,0,0,0,0,0,0,0,0,0.704
"25",25,0,0,0,0,0,0,0,0,0.686
"26",26,0,0,0,0,0,0,0,0,0.654
"27",27,0,0,0,0,0,0,0,0,0.692
"28",28,0,0,0,0,0,0,0,0,0.666
"29",29,0,0,0,0,0,0,0,0,0.706
"30",30,0,0,0,0,0,0,0,0,0.688
"31",31,0,0,0,0,0,0,0,0,0.694
"32",32,0,0,0,0,0,0,0,0,0.704
"33",33,0,0,0,0,0,0,0,0,0.714
"34",34,0,0,0,0,0,0,0,0,0.696
"35",35,0,0,0,0,0,0,0,0,0.668
"36",36,0,0,0,0,0,0,0,0,0.696
"37",37,0,0,0,0,0,0,0,0,0.712
"38",38,0,0,0,0,0,0,0,0,0.68
"39",39,0,0,0,0,0,0,0,0,0.712
"40",40,0,0,0,0,0,0,0,0,0.688
"41",41,0,0,0,0,0,0,0,0,0.654
"42",42,0,0,0,0,0,0,0,0,0.68
"43",43,0,0,0,0,0,0,0,0,0.696
"44",44,0,0,0,0,0,0,0,0,0.718
"45",45,0,0,0,0,0,0,0,0,0.698
"46",46,0,0,0,0,0,0,0,0,0.716
"47",47,0,0,0,0,0,0,0,0,0.694
"48",48,0,0,0,0,0,0,0,0,0.708
"49",49,0,0,0,0,0,0,0,0,0.686
"50",50,0,0,0,0,0,0,0,0,0.666
