"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.67
"2",2,0,0,0,0,0,0,0,0.722
"3",3,0,0,0,0,0,0,0,0.664
"4",4,0,0,0,0,0,0,0,0.668
"5",5,0,0,0,0,0,0,0,0.692
"6",6,0,0,0,0,0,0,0,0.696
"7",7,0,0,0,0,0,0,0,0.726
"8",8,0,0,0,0,0,0,0,0.67
"9",9,0,0,0,0,0,0,0,0.69
"10",10,0,0,0,0,0,0,0,0.668
"11",11,0,0,0,0,0,0,0,0.694
"12",12,0,0,0,0,0,0,0,0.684
"13",13,0,0,0,0,0,0,0,0.676
"14",14,0,0,0,0,0,0,0,0.684
"15",15,0,0,0,0,0,0,0,0.7
"16",16,0,0,0,0,0,0,0,0.682
"17",17,0,0,0,0,0,0,0,0.714
"18",18,0,0,0,0,0,0,0,0.692
"19",19,0,0,0,0,0,0,0,0.72
"20",20,0,0,0,0,0,0,0,0.672
"21",21,0,0,0,0,0,0,0,0.67
"22",22,0,0,0,0,0,0,0,0.664
"23",23,0,0,0,0,0,0,0,0.706
"24",24,0,0,0,0,0,0,0,0.664
"25",25,0,0,0,0,0,0,0,0.706
"26",26,0,0,0,0,0,0,0,0.714
"27",27,0,0,0,0,0,0,0,0.678
"28",28,0,0,0,0,0,0,0,0.67
"29",29,0,0,0,0,0,0,0,0.712
"30",30,0,0,0,0,0,0,0,0.692
"31",31,0,0,0,0,0,0,0,0.702
"32",32,0,0,0,0,0,0,0,0.702
"33",33,0,0,0,0,0,0,0,0.724
"34",34,0,0,0,0,0,0,0,0.676
"35",35,0,0,0,0,0,0,0,0.68
"36",36,0,0,0,0,0,0,0,0.686
"37",37,0,0,0,0,0,0,0,0.72
"38",38,0,0,0,0,0,0,0,0.656
"39",39,0,0,0,0,0,0,0,0.72
"40",40,0,0,0,0,0,0,0,0.686
"41",41,0,0,0,0,0,0,0,0.67
"42",42,0,0,0,0,0,0,0,0.69
"43",43,0,0,0,0,0,0,0,0.72
"44",44,0,0,0,0,0,0,0,0.66
"45",45,0,0,0,0,0,0,0,0.708
"46",46,0,0,0,0,0,0,0,0.692
"47",47,0,0,0,0,0,0,0,0.682
"48",48,0,0,0,0,0,0,0,0.69
"49",49,0,0,0,0,0,0,0,0.696
"50",50,0,0,0,0,0,0,0,0.71
