"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.55888,0.0910190262688973
"2","2D_NPMLE",0.6106,0.092582143020343
"3","Welch",0.47556,0.106685623782191
"4","B_F",0.25896,0.0154421964354562
"5","Pooled_t",0.55944,0.0915996156156448
