"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.496,0.572,0,0.406,0.108,0.494
"2",2,0,0.5,0.594,0,0.432,0.176,0.5
"3",3,0,0.472,0.546,0,0.408,0.178,0.474
"4",4,0,0.458,0.586,0,0.402,0.16,0.458
"5",5,0,0.472,0.564,0,0.418,0.14,0.472
"6",6,0,0.456,0.58,0,0.378,0,0.454
"7",7,0,0.468,0.562,0,0.39,0.128,0.468
"8",8,0,0.448,0.578,0,0.39,0.14,0.45
"9",9,0,0.474,0.576,0,0.416,0.1,0.476
"10",10,0,0.496,0.592,0,0.428,0.124,0.496
"11",11,0,0.408,0.538,0,0.342,0.08,0.41
"12",12,0,0.448,0.568,0,0.378,0.148,0.448
"13",13,0,0.486,0.578,0,0.432,0.146,0.488
"14",14,0,0.472,0.592,0,0.424,0.116,0.472
"15",15,0,0.48,0.576,0,0.418,0.15,0.48
"16",16,0,0.482,0.566,0,0.42,0.156,0.48
"17",17,0,0.508,0.584,0,0.442,0.142,0.508
"18",18,0,0.45,0.584,0,0.388,0.116,0.448
"19",19,0,0.424,0.524,0,0.356,0.122,0.424
"20",20,0,0.478,0.604,0,0.39,0.126,0.48
"21",21,0,0.458,0.576,0,0.398,0.162,0.462
"22",22,0,0.462,0.554,0,0.392,0.108,0.462
"23",23,0,0.444,0.57,0,0.382,0.128,0.446
"24",24,0,0.512,0.596,0,0.426,0.134,0.512
"25",25,0,0.484,0.594,0,0.432,0.114,0.484
"26",26,0,0.476,0.574,0,0.41,0.154,0.476
"27",27,0,0.434,0.534,0,0.358,0.074,0.432
"28",28,0,0.46,0.586,0,0.394,0.14,0.464
"29",29,0,0.41,0.526,0,0.344,0.05,0.408
"30",30,0,0.464,0.572,0,0.404,0.106,0.462
"31",31,0,0.454,0.558,0,0.404,0.12,0.454
"32",32,0,0.46,0.584,0,0.394,0.144,0.46
"33",33,0,0.412,0.542,0,0.328,0.006,0.412
"34",34,0,0.47,0.582,0,0.41,0.166,0.472
"35",35,0,0.462,0.568,0,0.382,0.104,0.462
"36",36,0,0.458,0.568,0,0.386,0.076,0.46
"37",37,0,0.432,0.524,0,0.376,0.174,0.432
"38",38,0,0.474,0.554,0,0.434,0.154,0.476
"39",39,0,0.47,0.568,0,0.404,0.042,0.47
"40",40,0,0.448,0.58,0,0.364,0.056,0.448
"41",41,0,0.468,0.582,0,0.422,0.022,0.468
"42",42,0,0.54,0.612,0,0.454,0.096,0.54
"43",43,0,0.474,0.564,0,0.42,0.17,0.472
"44",44,0,0.502,0.626,0,0.444,0.118,0.502
"45",45,0,0.444,0.526,0,0.378,0.112,0.444
"46",46,0,0.474,0.584,0,0.41,0.104,0.474
"47",47,0,0.492,0.6,0,0.448,0.102,0.496
"48",48,0,0.528,0.598,0,0.464,0.162,0.53
"49",49,0,0.476,0.582,0,0.43,0.062,0.474
"50",50,0,0.468,0.542,0,0.414,0,0.468
