"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.46772,0.0890267040489688
"2","2D_NPMLE",0.5718,0.0836576717697294
"3","Welch",0.40328,0.0661202368014033
"4","B_F",0.11432,0.00249245255516121
"5","Pooled_t",0.46804,0.0891029004977506
