"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.654
"2",2,0,0,0,0,0,0,0,0.638
"3",3,0,0,0,0,0,0,0,0.652
"4",4,0,0,0,0,0,0,0,0.648
"5",5,0,0,0,0,0,0,0,0.616
"6",6,0,0,0,0,0,0,0,0.628
"7",7,0,0,0,0,0,0,0,0.62
"8",8,0,0,0,0,0,0,0,0.618
"9",9,0,0,0,0,0,0,0,0.628
"10",10,0,0,0,0,0,0,0,0.674
"11",11,0,0,0,0,0,0,0,0.62
"12",12,0,0,0,0,0,0,0,0.672
"13",13,0,0,0,0,0,0,0,0.628
"14",14,0,0,0,0,0,0,0,0.644
"15",15,0,0,0,0,0,0,0,0.63
"16",16,0,0,0,0,0,0,0,0.638
"17",17,0,0,0,0,0,0,0,0.67
"18",18,0,0,0,0,0,0,0,0.636
"19",19,0,0,0,0,0,0,0,0.634
"20",20,0,0,0,0,0,0,0,0.65
"21",21,0,0,0,0,0,0,0,0.672
"22",22,0,0,0,0,0,0,0,0.678
"23",23,0,0,0,0,0,0,0,0.648
"24",24,0,0,0,0,0,0,0,0.644
"25",25,0,0,0,0,0,0,0,0.676
"26",26,0,0,0,0,0,0,0,0.656
"27",27,0,0,0,0,0,0,0,0.65
"28",28,0,0,0,0,0,0,0,0.632
"29",29,0,0,0,0,0,0,0,0.686
"30",30,0,0,0,0,0,0,0,0.618
"31",31,0,0,0,0,0,0,0,0.602
"32",32,0,0,0,0,0,0,0,0.648
"33",33,0,0,0,0,0,0,0,0.652
"34",34,0,0,0,0,0,0,0,0.614
"35",35,0,0,0,0,0,0,0,0.67
"36",36,0,0,0,0,0,0,0,0.622
"37",37,0,0,0,0,0,0,0,0.638
"38",38,0,0,0,0,0,0,0,0.658
"39",39,0,0,0,0,0,0,0,0.632
"40",40,0,0,0,0,0,0,0,0.638
"41",41,0,0,0,0,0,0,0,0.646
"42",42,0,0,0,0,0,0,0,0.608
"43",43,0,0,0,0,0,0,0,0.65
"44",44,0,0,0,0,0,0,0,0.644
"45",45,0,0,0,0,0,0,0,0.652
"46",46,0,0,0,0,0,0,0,0.628
"47",47,0,0,0,0,0,0,0,0.686
"48",48,0,0,0,0,0,0,0,0.634
"49",49,0,0,0,0,0,0,0,0.64
"50",50,0,0,0,0,0,0,0,0.62
