"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.642
"2",2,0,0,0,0,0,0,0,0,0.588
"3",3,0,0,0,0,0,0,0,0,0.662
"4",4,0,0,0,0,0,0,0,0,0.638
"5",5,0,0,0,0,0,0,0,0,0.66
"6",6,0,0,0,0,0,0,0,0,0.636
"7",7,0,0,0,0,0,0,0,0,0.654
"8",8,0,0,0,0,0,0,0,0,0.636
"9",9,0,0,0,0,0,0,0,0,0.652
"10",10,0,0,0,0,0,0,0,0,0.7
"11",11,0,0,0,0,0,0,0,0,0.63
"12",12,0,0,0,0,0,0,0,0,0.614
"13",13,0,0,0,0,0,0,0,0,0.614
"14",14,0,0,0,0,0,0,0,0,0.64
"15",15,0,0,0,0,0,0,0,0,0.65
"16",16,0,0,0,0,0,0,0,0,0.638
"17",17,0,0,0,0,0,0,0,0,0.622
"18",18,0,0,0,0,0,0,0,0,0.616
"19",19,0,0,0,0,0,0,0,0,0.674
"20",20,0,0,0,0,0,0,0,0,0.682
"21",21,0,0,0,0,0,0,0,0,0.638
"22",22,0,0,0,0,0,0,0,0,0.67
"23",23,0,0,0,0,0,0,0,0,0.64
"24",24,0,0,0,0,0,0,0,0,0.626
"25",25,0,0,0,0,0,0,0,0,0.63
"26",26,0,0,0,0,0,0,0,0,0.63
"27",27,0,0,0,0,0,0,0,0,0.648
"28",28,0,0,0,0,0,0,0,0,0.662
"29",29,0,0,0,0,0,0,0,0,0.636
"30",30,0,0,0,0,0,0,0,0,0.622
"31",31,0,0,0,0,0,0,0,0,0.612
"32",32,0,0,0,0,0,0,0,0,0.642
"33",33,0,0,0,0,0,0,0,0,0.672
"34",34,0,0,0,0,0,0,0,0,0.618
"35",35,0,0,0,0,0,0,0,0,0.628
"36",36,0,0,0,0,0,0,0,0,0.656
"37",37,0,0,0,0,0,0,0,0,0.614
"38",38,0,0,0,0,0,0,0,0,0.654
"39",39,0,0,0,0,0,0,0,0,0.612
"40",40,0,0,0,0,0,0,0,0,0.656
"41",41,0,0,0,0,0,0,0,0,0.642
"42",42,0,0,0,0,0,0,0,0,0.66
"43",43,0,0,0,0,0,0,0,0,0.656
"44",44,0,0,0,0,0,0,0,0,0.638
"45",45,0,0,0,0,0,0,0,0,0.6
"46",46,0,0,0,0,0,0,0,0,0.618
"47",47,0,0,0,0,0,0,0,0,0.632
"48",48,0,0,0,0,0,0,0,0,0.684
"49",49,0,0,0,0,0,0,0,0,0.684
"50",50,0,0,0,0,0,0,0,0,0.652
