"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.5954,0.0878678406726742
"2","2D_NPMLE",0.63444,0.0895768389847326
"3","Welch",0.55772,0.087857685249009
"4","B_F",0.4562,0.0264544758322115
"5","Pooled_t",0.59568,0.0882517286589731
