"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.101876675603217
"2",2,0,0,0,0,0,0,0,0,0.0794520547945206
"3",3,0,0,0,0,0,0,0,0,0.0980926430517711
"4",4,0,0,0,0,0,0,0,0,0.0881542699724518
"5",5,0,0,0,0,0,0,0,0,0.0949720670391061
"6",6,0,0,0,0,0,0,0,0,0.0921787709497207
"7",7,0,0,0,0,0,0,0,0,0.0830945558739255
"8",8,0,0,0,0,0,0,0,0,0.0934065934065934
"9",9,0,0,0,0,0,0,0,0,0.109625668449198
"10",10,0,0,0,0,0,0,0,0,0.0888888888888889
"11",11,0,0,0,0,0,0,0,0,0.100558659217877
"12",12,0,0,0,0,0,0,0,0,0.0784313725490196
"13",13,0,0,0,0,0,0,0,0,0.10989010989011
"14",14,0,0,0,0,0,0,0,0,0.0923913043478261
"15",15,0,0,0,0,0,0,0,0,0.0972222222222222
"16",16,0,0,0,0,0,0,0,0,0.0708215297450425
"17",17,0,0,0,0,0,0,0,0,0.0968586387434555
"18",18,0,0,0,0,0,0,0,0,0.0857142857142857
"19",19,0,0,0,0,0,0,0,0,0.0716332378223496
"20",20,0,0,0,0,0,0,0,0,0.0893854748603352
"21",21,0,0,0,0,0,0,0,0,0.11878453038674
"22",22,0,0,0,0,0,0,0,0,0.0857908847184987
"23",23,0,0,0,0,0,0,0,0,0.100286532951289
"24",24,0,0,0,0,0,0,0,0,0.0617977528089888
"25",25,0,0,0,0,0,0,0,0,0.114058355437666
"26",26,0,0,0,0,0,0,0,0,0.100286532951289
"27",27,0,0,0,0,0,0,0,0,0.0932944606413994
"28",28,0,0,0,0,0,0,0,0,0.0986666666666667
"29",29,0,0,0,0,0,0,0,0,0.0896739130434783
"30",30,0,0,0,0,0,0,0,0,0.0555555555555556
"31",31,0,0,0,0,0,0,0,0,0.0826446280991736
"32",32,0,0,0,0,0,0,0,0,0.103641456582633
"33",33,0,0,0,0,0,0,0,0,0.068452380952381
"34",34,0,0,0,0,0,0,0,0,0.0724233983286908
"35",35,0,0,0,0,0,0,0,0,0.0591549295774648
"36",36,0,0,0,0,0,0,0,0,0.105540897097625
"37",37,0,0,0,0,0,0,0,0,0.0914285714285714
"38",38,0,0,0,0,0,0,0,0,0.0758426966292135
"39",39,0,0,0,0,0,0,0,0,0.0896358543417367
"40",40,0,0,0,0,0,0,0,0,0.0838150289017341
"41",41,0,0,0,0,0,0,0,0,0.0785907859078591
"42",42,0,0,0,0,0,0,0,0,0.0697674418604651
"43",43,0,0,0,0,0,0,0,0,0.115168539325843
"44",44,0,0,0,0,0,0,0,0,0.063768115942029
"45",45,0,0,0,0,0,0,0,0,0.0988700564971751
"46",46,0,0,0,0,0,0,0,0,0.0931506849315069
"47",47,0,0,0,0,0,0,0,0,0.0948509485094851
"48",48,0,0,0,0,0,0,0,0,0.120418848167539
"49",49,0,0,0,0,0,0,0,0,0.0840336134453782
"50",50,0,0,0,0,0,0,0,0,0.101648351648352
