"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.612,0.628,0,0.55,0.468,0.612
"2",2,0,0.6,0.646,0,0.546,0.462,0.6
"3",3,0,0.622,0.664,0,0.568,0.44,0.622
"4",4,0,0.648,0.676,0,0.582,0.468,0.646
"5",5,0,0.658,0.68,0,0.628,0.536,0.658
"6",6,0,0.628,0.66,0,0.58,0.502,0.626
"7",7,0,0.638,0.662,0,0.584,0.498,0.636
"8",8,0,0.622,0.648,0,0.576,0.452,0.622
"9",9,0,0.63,0.646,0,0.592,0.514,0.63
"10",10,0,0.664,0.688,0,0.61,0.504,0.664
"11",11,0,0.624,0.658,0,0.594,0.502,0.624
"12",12,0,0.646,0.658,0,0.578,0.482,0.646
"13",13,0,0.628,0.646,0,0.57,0.464,0.628
"14",14,0,0.642,0.672,0,0.604,0.476,0.642
"15",15,0,0.68,0.69,0,0.628,0.556,0.68
"16",16,0,0.648,0.678,0,0.596,0.478,0.648
"17",17,0,0.662,0.696,0,0.624,0.514,0.666
"18",18,0,0.636,0.656,0,0.578,0.478,0.636
"19",19,0,0.614,0.65,0,0.574,0.482,0.614
"20",20,0,0.648,0.674,0,0.62,0.516,0.652
"21",21,0,0.622,0.654,0,0.556,0.482,0.622
"22",22,0,0.612,0.652,0,0.552,0.47,0.612
"23",23,0,0.63,0.666,0,0.592,0.474,0.632
"24",24,0,0.628,0.662,0,0.57,0.436,0.628
"25",25,0,0.632,0.668,0,0.594,0.48,0.63
"26",26,0,0.598,0.65,0,0.546,0.444,0.6
"27",27,0,0.614,0.654,0,0.56,0.456,0.616
"28",28,0,0.622,0.662,0,0.574,0.47,0.626
"29",29,0,0.648,0.668,0,0.584,0.484,0.648
"30",30,0,0.618,0.644,0,0.566,0.478,0.618
"31",31,0,0.652,0.676,0,0.592,0.498,0.652
"32",32,0,0.608,0.648,0,0.592,0.478,0.608
"33",33,0,0.626,0.648,0,0.56,0.46,0.626
"34",34,0,0.64,0.664,0,0.586,0.49,0.64
"35",35,0,0.604,0.632,0,0.566,0.47,0.606
"36",36,0,0.684,0.716,0,0.642,0.552,0.686
"37",37,0,0.664,0.696,0,0.62,0.492,0.664
"38",38,0,0.62,0.64,0,0.586,0.464,0.62
"39",39,0,0.622,0.66,0,0.59,0.464,0.622
"40",40,0,0.634,0.662,0,0.58,0.478,0.632
"41",41,0,0.622,0.656,0,0.578,0.46,0.622
"42",42,0,0.618,0.65,0,0.572,0.462,0.618
"43",43,0,0.624,0.66,0,0.596,0.512,0.624
"44",44,0,0.598,0.64,0,0.548,0.454,0.598
"45",45,0,0.632,0.672,0,0.594,0.484,0.632
"46",46,0,0.63,0.646,0,0.582,0.502,0.63
"47",47,0,0.588,0.618,0,0.554,0.482,0.588
"48",48,0,0.608,0.646,0,0.552,0.434,0.608
"49",49,0,0.608,0.644,0,0.564,0.468,0.616
"50",50,0,0.638,0.66,0,0.588,0.498,0.638
