"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.676
"2",2,0,0,0,0,0,0,0,0.674
"3",3,0,0,0,0,0,0,0,0.662
"4",4,0,0,0,0,0,0,0,0.688
"5",5,0,0,0,0,0,0,0,0.668
"6",6,0,0,0,0,0,0,0,0.656
"7",7,0,0,0,0,0,0,0,0.614
"8",8,0,0,0,0,0,0,0,0.616
"9",9,0,0,0,0,0,0,0,0.65
"10",10,0,0,0,0,0,0,0,0.688
"11",11,0,0,0,0,0,0,0,0.674
"12",12,0,0,0,0,0,0,0,0.622
"13",13,0,0,0,0,0,0,0,0.64
"14",14,0,0,0,0,0,0,0,0.644
"15",15,0,0,0,0,0,0,0,0.626
"16",16,0,0,0,0,0,0,0,0.644
"17",17,0,0,0,0,0,0,0,0.636
"18",18,0,0,0,0,0,0,0,0.63
"19",19,0,0,0,0,0,0,0,0.666
"20",20,0,0,0,0,0,0,0,0.654
"21",21,0,0,0,0,0,0,0,0.658
"22",22,0,0,0,0,0,0,0,0.686
"23",23,0,0,0,0,0,0,0,0.664
"24",24,0,0,0,0,0,0,0,0.624
"25",25,0,0,0,0,0,0,0,0.634
"26",26,0,0,0,0,0,0,0,0.692
"27",27,0,0,0,0,0,0,0,0.582
"28",28,0,0,0,0,0,0,0,0.704
"29",29,0,0,0,0,0,0,0,0.606
"30",30,0,0,0,0,0,0,0,0.636
"31",31,0,0,0,0,0,0,0,0.662
"32",32,0,0,0,0,0,0,0,0.616
"33",33,0,0,0,0,0,0,0,0.63
"34",34,0,0,0,0,0,0,0,0.632
"35",35,0,0,0,0,0,0,0,0.672
"36",36,0,0,0,0,0,0,0,0.652
"37",37,0,0,0,0,0,0,0,0.63
"38",38,0,0,0,0,0,0,0,0.664
"39",39,0,0,0,0,0,0,0,0.636
"40",40,0,0,0,0,0,0,0,0.672
"41",41,0,0,0,0,0,0,0,0.684
"42",42,0,0,0,0,0,0,0,0.614
"43",43,0,0,0,0,0,0,0,0.624
"44",44,0,0,0,0,0,0,0,0.656
"45",45,0,0,0,0,0,0,0,0.65
"46",46,0,0,0,0,0,0,0,0.664
"47",47,0,0,0,0,0,0,0,0.658
"48",48,0,0,0,0,0,0,0,0.648
"49",49,0,0,0,0,0,0,0,0.638
"50",50,0,0,0,0,0,0,0,0.706
