"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.67
"2",2,0,0,0,0,0,0,0,0,0.672
"3",3,0,0,0,0,0,0,0,0,0.662
"4",4,0,0,0,0,0,0,0,0,0.662
"5",5,0,0,0,0,0,0,0,0,0.648
"6",6,0,0,0,0,0,0,0,0,0.65
"7",7,0,0,0,0,0,0,0,0,0.64
"8",8,0,0,0,0,0,0,0,0,0.66
"9",9,0,0,0,0,0,0,0,0,0.666
"10",10,0,0,0,0,0,0,0,0,0.656
"11",11,0,0,0,0,0,0,0,0,0.644
"12",12,0,0,0,0,0,0,0,0,0.658
"13",13,0,0,0,0,0,0,0,0,0.648
"14",14,0,0,0,0,0,0,0,0,0.668
"15",15,0,0,0,0,0,0,0,0,0.65
"16",16,0,0,0,0,0,0,0,0,0.656
"17",17,0,0,0,0,0,0,0,0,0.69
"18",18,0,0,0,0,0,0,0,0,0.64
"19",19,0,0,0,0,0,0,0,0,0.648
"20",20,0,0,0,0,0,0,0,0,0.652
"21",21,0,0,0,0,0,0,0,0,0.638
"22",22,0,0,0,0,0,0,0,0,0.682
"23",23,0,0,0,0,0,0,0,0,0.628
"24",24,0,0,0,0,0,0,0,0,0.668
"25",25,0,0,0,0,0,0,0,0,0.668
"26",26,0,0,0,0,0,0,0,0,0.628
"27",27,0,0,0,0,0,0,0,0,0.622
"28",28,0,0,0,0,0,0,0,0,0.676
"29",29,0,0,0,0,0,0,0,0,0.67
"30",30,0,0,0,0,0,0,0,0,0.646
"31",31,0,0,0,0,0,0,0,0,0.666
"32",32,0,0,0,0,0,0,0,0,0.64
"33",33,0,0,0,0,0,0,0,0,0.626
"34",34,0,0,0,0,0,0,0,0,0.666
"35",35,0,0,0,0,0,0,0,0,0.668
"36",36,0,0,0,0,0,0,0,0,0.678
"37",37,0,0,0,0,0,0,0,0,0.636
"38",38,0,0,0,0,0,0,0,0,0.658
"39",39,0,0,0,0,0,0,0,0,0.65
"40",40,0,0,0,0,0,0,0,0,0.634
"41",41,0,0,0,0,0,0,0,0,0.68
"42",42,0,0,0,0,0,0,0,0,0.64
"43",43,0,0,0,0,0,0,0,0,0.63
"44",44,0,0,0,0,0,0,0,0,0.646
"45",45,0,0,0,0,0,0,0,0,0.638
"46",46,0,0,0,0,0,0,0,0,0.662
"47",47,0,0,0,0,0,0,0,0,0.668
"48",48,0,0,0,0,0,0,0,0,0.672
"49",49,0,0,0,0,0,0,0,0,0.654
"50",50,0,0,0,0,0,0,0,0,0.654
