"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.62988,0.0920593305430342
"2","2D_NPMLE",0.6598,0.0895099530267802
"3","Welch",0.58236,0.0997964278169304
"4","B_F",0.48136,0.0339300813564289
"5","Pooled_t",0.63028,0.0926187540716373
