"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch"
"1",1,0.164383561643836,0,0,0,0
"2",2,0.0917874396135266,0,0,0,0
"3",3,0.107843137254902,0,0,0,0
"4",4,0.0963302752293578,0,0,0,0
"5",5,0.0888888888888889,0,0,0,0
"6",6,0.0845771144278607,0,0,0,0
"7",7,0.0855855855855856,0,0,0,0
"8",8,0.0673575129533679,0,0,0,0
"9",9,0.126050420168067,0,0,0,0
"10",10,0.100418410041841,0,0,0,0
"11",11,0.087962962962963,0,0,0,0
"12",12,0.115702479338843,0,0,0,0
"13",13,0.0641711229946524,0,0,0,0
"14",14,0.092511013215859,0,0,0,0
"15",15,0.112612612612613,0,0,0,0
"16",16,0.116279069767442,0,0,0,0
"17",17,0.105691056910569,0,0,0,0
"18",18,0.0758293838862559,0,0,0,0
"19",19,0.113122171945701,0,0,0,0
"20",20,0.085972850678733,0,0,0,0
"21",21,0.106837606837607,0,0,0,0
"22",22,0.0625,0,0,0,0
"23",23,0.100418410041841,0,0,0,0
"24",24,0.0518134715025907,0,0,0,0
"25",25,0.105932203389831,0,0,0,0
"26",26,0.111650485436893,0,0,0,0
"27",27,0.0972222222222222,0,0,0,0
"28",28,0.0933333333333333,0,0,0,0
"29",29,0.0653061224489796,0,0,0,0
"30",30,0.121739130434783,0,0,0,0
"31",31,0.0520833333333333,0,0,0,0
"32",32,0.0841121495327103,0,0,0,0
"33",33,0.0873362445414847,0,0,0,0
"34",34,0.123456790123457,0,0,0,0
"35",35,0.0707964601769911,0,0,0,0
"36",36,0.0753138075313808,0,0,0,0
"37",37,0.0765765765765766,0,0,0,0
"38",38,0.054726368159204,0,0,0,0
"39",39,0.118852459016393,0,0,0,0
"40",40,0.11864406779661,0,0,0,0
"41",41,0.0975609756097561,0,0,0,0
"42",42,0.0873362445414847,0,0,0,0
"43",43,0.0714285714285714,0,0,0,0
"44",44,0.0950226244343891,0,0,0,0
"45",45,0.0829268292682927,0,0,0,0
"46",46,0.0807174887892377,0,0,0,0
"47",47,0.111650485436893,0,0,0,0
"48",48,0.0829493087557604,0,0,0,0
"49",49,0.0391061452513966,0,0,0,0
"50",50,0.122171945701357,0,0,0,0
