"","Algorithm","Power","FDR"
"1","1D_MLE",0.57224,0.0878559271353137
"2","1D_NPMLE",0.5724,0.0877985601578234
"3","2D_NPMLE",0.5974,0.0888541313895091
"4","1D_Proj",0.57216,0.0871093984787731
"5","Welch",0.47728,0.162499163007123
