"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.311475409836066
"2",2,0,0,0,0,0,0,0,0,0.300683371298405
"3",3,0,0,0,0,0,0,0,0,0.290465631929047
"4",4,0,0,0,0,0,0,0,0,0.326693227091633
"5",5,0,0,0,0,0,0,0,0,0.290178571428571
"6",6,0,0,0,0,0,0,0,0,0.318906605922551
"7",7,0,0,0,0,0,0,0,0,0.277661795407098
"8",8,0,0,0,0,0,0,0,0,0.336188436830835
"9",9,0,0,0,0,0,0,0,0,0.325102880658436
"10",10,0,0,0,0,0,0,0,0,0.279826464208243
"11",11,0,0,0,0,0,0,0,0,0.312101910828025
"12",12,0,0,0,0,0,0,0,0,0.317460317460317
"13",13,0,0,0,0,0,0,0,0,0.293032786885246
"14",14,0,0,0,0,0,0,0,0,0.30607476635514
"15",15,0,0,0,0,0,0,0,0,0.30718954248366
"16",16,0,0,0,0,0,0,0,0,0.287280701754386
"17",17,0,0,0,0,0,0,0,0,0.340080971659919
"18",18,0,0,0,0,0,0,0,0,0.343936381709742
"19",19,0,0,0,0,0,0,0,0,0.284653465346535
"20",20,0,0,0,0,0,0,0,0,0.28175519630485
"21",21,0,0,0,0,0,0,0,0,0.291666666666667
"22",22,0,0,0,0,0,0,0,0,0.320754716981132
"23",23,0,0,0,0,0,0,0,0,0.30718954248366
"24",24,0,0,0,0,0,0,0,0,0.310722100656455
"25",25,0,0,0,0,0,0,0,0,0.307855626326964
"26",26,0,0,0,0,0,0,0,0,0.320754716981132
"27",27,0,0,0,0,0,0,0,0,0.318930041152263
"28",28,0,0,0,0,0,0,0,0,0.266355140186916
"29",29,0,0,0,0,0,0,0,0,0.326710816777042
"30",30,0,0,0,0,0,0,0,0,0.294403892944039
"31",31,0,0,0,0,0,0,0,0,0.294505494505495
"32",32,0,0,0,0,0,0,0,0,0.290023201856148
"33",33,0,0,0,0,0,0,0,0,0.349019607843137
"34",34,0,0,0,0,0,0,0,0,0.348008385744235
"35",35,0,0,0,0,0,0,0,0,0.325
"36",36,0,0,0,0,0,0,0,0,0.324074074074074
"37",37,0,0,0,0,0,0,0,0,0.343220338983051
"38",38,0,0,0,0,0,0,0,0,0.326359832635983
"39",39,0,0,0,0,0,0,0,0,0.306695464362851
"40",40,0,0,0,0,0,0,0,0,0.276688453159041
"41",41,0,0,0,0,0,0,0,0,0.278396436525612
"42",42,0,0,0,0,0,0,0,0,0.361111111111111
"43",43,0,0,0,0,0,0,0,0,0.321276595744681
"44",44,0,0,0,0,0,0,0,0,0.282407407407407
"45",45,0,0,0,0,0,0,0,0,0.28314606741573
"46",46,0,0,0,0,0,0,0,0,0.318777292576419
"47",47,0,0,0,0,0,0,0,0,0.301030927835052
"48",48,0,0,0,0,0,0,0,0,0.30062630480167
"49",49,0,0,0,0,0,0,0,0,0.285714285714286
"50",50,0,0,0,0,0,0,0,0,0.29954954954955
