"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.124277456647399
"2",2,0,0,0,0,0,0,0,0.0857988165680473
"3",3,0,0,0,0,0,0,0,0.0952380952380952
"4",4,0,0,0,0,0,0,0,0.0952380952380952
"5",5,0,0,0,0,0,0,0,0.084985835694051
"6",6,0,0,0,0,0,0,0,0.101123595505618
"7",7,0,0,0,0,0,0,0,0.0820668693009119
"8",8,0,0,0,0,0,0,0,0.0612903225806452
"9",9,0,0,0,0,0,0,0,0.0914127423822715
"10",10,0,0,0,0,0,0,0,0.104166666666667
"11",11,0,0,0,0,0,0,0,0.0843373493975904
"12",12,0,0,0,0,0,0,0,0.101744186046512
"13",13,0,0,0,0,0,0,0,0.0964912280701754
"14",14,0,0,0,0,0,0,0,0.0727272727272727
"15",15,0,0,0,0,0,0,0,0.0856164383561644
"16",16,0,0,0,0,0,0,0,0.0893854748603352
"17",17,0,0,0,0,0,0,0,0.125
"18",18,0,0,0,0,0,0,0,0.0757575757575758
"19",19,0,0,0,0,0,0,0,0.0808383233532934
"20",20,0,0,0,0,0,0,0,0.111764705882353
"21",21,0,0,0,0,0,0,0,0.0482315112540193
"22",22,0,0,0,0,0,0,0,0.0790273556231003
"23",23,0,0,0,0,0,0,0,0.107734806629834
"24",24,0,0,0,0,0,0,0,0.0945121951219512
"25",25,0,0,0,0,0,0,0,0.0925373134328358
"26",26,0,0,0,0,0,0,0,0.0991253644314869
"27",27,0,0,0,0,0,0,0,0.0646153846153846
"28",28,0,0,0,0,0,0,0,0.101983002832861
"29",29,0,0,0,0,0,0,0,0.0920245398773006
"30",30,0,0,0,0,0,0,0,0.0949720670391061
"31",31,0,0,0,0,0,0,0,0.0816326530612245
"32",32,0,0,0,0,0,0,0,0.0883280757097792
"33",33,0,0,0,0,0,0,0,0.101492537313433
"34",34,0,0,0,0,0,0,0,0.122507122507123
"35",35,0,0,0,0,0,0,0,0.0976331360946746
"36",36,0,0,0,0,0,0,0,0.0987654320987654
"37",37,0,0,0,0,0,0,0,0.116022099447514
"38",38,0,0,0,0,0,0,0,0.071875
"39",39,0,0,0,0,0,0,0,0.11142061281337
"40",40,0,0,0,0,0,0,0,0.123563218390805
"41",41,0,0,0,0,0,0,0,0.0778816199376947
"42",42,0,0,0,0,0,0,0,0.0861538461538462
"43",43,0,0,0,0,0,0,0,0.086687306501548
"44",44,0,0,0,0,0,0,0,0.107142857142857
"45",45,0,0,0,0,0,0,0,0.103857566765579
"46",46,0,0,0,0,0,0,0,0.0990415335463259
"47",47,0,0,0,0,0,0,0,0.073394495412844
"48",48,0,0,0,0,0,0,0,0.0936555891238671
"49",49,0,0,0,0,0,0,0,0.0984615384615385
"50",50,0,0,0,0,0,0,0,0.0757097791798107
