"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0,0,0,0,0.0233644859813084,0
"2",2,0,0,0,0,0,0.0304568527918782,0
"3",3,0,0,0,0,0,0.0213903743315508,0
"4",4,0,0,0,0,0,0.0272727272727273,0
"5",5,0,0,0,0,0,0.0130434782608696,0
"6",6,0,0,0,0,0,0.0144927536231884,0
"7",7,0,0,0,0,0,0.0087719298245614,0
"8",8,0,0,0,0,0,0.0103092783505155,0
"9",9,0,0,0,0,0,0.018348623853211,0
"10",10,0,0,0,0,0,0.0153061224489796,0
"11",11,0,0,0,0,0,0.0103626943005181,0
"12",12,0,0,0,0,0,0.0182648401826484,0
"13",13,0,0,0,0,0,0.00943396226415094,0
"14",14,0,0,0,0,0,0.023696682464455,0
"15",15,0,0,0,0,0,0.0222222222222222,0
"16",16,0,0,0,0,0,0.00571428571428571,0
"17",17,0,0,0,0,0,0.00938967136150235,0
"18",18,0,0,0,0,0,0.0147783251231527,0
"19",19,0,0,0,0,0,0.0328638497652582,0
"20",20,0,0,0,0,0,0.00980392156862745,0
"21",21,0,0,0,0,0,0.028169014084507,0
"22",22,0,0,0,0,0,0.0251256281407035,0
"23",23,0,0,0,0,0,0.0320855614973262,0
"24",24,0,0,0,0,0,0.0251256281407035,0
"25",25,0,0,0,0,0,0.0188679245283019,0
"26",26,0,0,0,0,0,0.00900900900900901,0
"27",27,0,0,0,0,0,0.00956937799043062,0
"28",28,0,0,0,0,0,0.0182648401826484,0
"29",29,0,0,0,0,0,0.0274725274725275,0
"30",30,0,0,0,0,0,0,0
"31",31,0,0,0,0,0,0.0153846153846154,0
"32",32,0,0,0,0,0,0.00900900900900901,0
"33",33,0,0,0,0,0,0.0191387559808612,0
"34",34,0,0,0,0,0,0.0146341463414634,0
"35",35,0,0,0,0,0,0.00606060606060606,0
"36",36,0,0,0,0,0,0.0418848167539267,0
"37",37,0,0,0,0,0,0.0160427807486631,0
"38",38,0,0,0,0,0,0.0304568527918782,0
"39",39,0,0,0,0,0,0,0
"40",40,0,0,0,0,0,0.0193236714975845,0
"41",41,0,0,0,0,0,0,0
"42",42,0,0,0,0,0,0.0164835164835165,0
"43",43,0,0,0,0,0,0.0135746606334842,0
"44",44,0,0,0,0,0,0.0252100840336134,0
"45",45,0,0,0,0,0,0.0174672489082969,0
"46",46,0,0,0,0,0,0.0283018867924528,0
"47",47,0,0,0,0,0,0,0
"48",48,0,0,0,0,0,0.00531914893617021,0
"49",49,0,0,0,0,0,0.0216216216216216,0
"50",50,0,0,0,0,0,0.00505050505050505,0
