"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.606
"2",2,0,0,0,0,0,0,0,0.618
"3",3,0,0,0,0,0,0,0,0.57
"4",4,0,0,0,0,0,0,0,0.608
"5",5,0,0,0,0,0,0,0,0.646
"6",6,0,0,0,0,0,0,0,0.64
"7",7,0,0,0,0,0,0,0,0.604
"8",8,0,0,0,0,0,0,0,0.582
"9",9,0,0,0,0,0,0,0,0.656
"10",10,0,0,0,0,0,0,0,0.602
"11",11,0,0,0,0,0,0,0,0.608
"12",12,0,0,0,0,0,0,0,0.618
"13",13,0,0,0,0,0,0,0,0.618
"14",14,0,0,0,0,0,0,0,0.612
"15",15,0,0,0,0,0,0,0,0.534
"16",16,0,0,0,0,0,0,0,0.652
"17",17,0,0,0,0,0,0,0,0.616
"18",18,0,0,0,0,0,0,0,0.61
"19",19,0,0,0,0,0,0,0,0.614
"20",20,0,0,0,0,0,0,0,0.604
"21",21,0,0,0,0,0,0,0,0.592
"22",22,0,0,0,0,0,0,0,0.606
"23",23,0,0,0,0,0,0,0,0.646
"24",24,0,0,0,0,0,0,0,0.594
"25",25,0,0,0,0,0,0,0,0.608
"26",26,0,0,0,0,0,0,0,0.618
"27",27,0,0,0,0,0,0,0,0.608
"28",28,0,0,0,0,0,0,0,0.634
"29",29,0,0,0,0,0,0,0,0.592
"30",30,0,0,0,0,0,0,0,0.648
"31",31,0,0,0,0,0,0,0,0.63
"32",32,0,0,0,0,0,0,0,0.578
"33",33,0,0,0,0,0,0,0,0.602
"34",34,0,0,0,0,0,0,0,0.616
"35",35,0,0,0,0,0,0,0,0.61
"36",36,0,0,0,0,0,0,0,0.584
"37",37,0,0,0,0,0,0,0,0.64
"38",38,0,0,0,0,0,0,0,0.594
"39",39,0,0,0,0,0,0,0,0.638
"40",40,0,0,0,0,0,0,0,0.61
"41",41,0,0,0,0,0,0,0,0.592
"42",42,0,0,0,0,0,0,0,0.594
"43",43,0,0,0,0,0,0,0,0.59
"44",44,0,0,0,0,0,0,0,0.6
"45",45,0,0,0,0,0,0,0,0.604
"46",46,0,0,0,0,0,0,0,0.564
"47",47,0,0,0,0,0,0,0,0.606
"48",48,0,0,0,0,0,0,0,0.6
"49",49,0,0,0,0,0,0,0,0.586
"50",50,0,0,0,0,0,0,0,0.586
