"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.121293800539084
"2",2,0,0,0,0,0,0,0,0.125615763546798
"3",3,0,0,0,0,0,0,0,0.119891008174387
"4",4,0,0,0,0,0,0,0,0.106100795755968
"5",5,0,0,0,0,0,0,0,0.0617977528089888
"6",6,0,0,0,0,0,0,0,0.109625668449198
"7",7,0,0,0,0,0,0,0,0.0603448275862069
"8",8,0,0,0,0,0,0,0,0.125714285714286
"9",9,0,0,0,0,0,0,0,0.108179419525066
"10",10,0,0,0,0,0,0,0,0.0896739130434783
"11",11,0,0,0,0,0,0,0,0.118279569892473
"12",12,0,0,0,0,0,0,0,0.0981912144702842
"13",13,0,0,0,0,0,0,0,0.09375
"14",14,0,0,0,0,0,0,0,0.0914285714285714
"15",15,0,0,0,0,0,0,0,0.0957746478873239
"16",16,0,0,0,0,0,0,0,0.0992167101827676
"17",17,0,0,0,0,0,0,0,0.0812324929971989
"18",18,0,0,0,0,0,0,0,0.0898550724637681
"19",19,0,0,0,0,0,0,0,0.108695652173913
"20",20,0,0,0,0,0,0,0,0.10079575596817
"21",21,0,0,0,0,0,0,0,0.0971428571428571
"22",22,0,0,0,0,0,0,0,0.0927536231884058
"23",23,0,0,0,0,0,0,0,0.0940860215053763
"24",24,0,0,0,0,0,0,0,0.11716621253406
"25",25,0,0,0,0,0,0,0,0.0833333333333333
"26",26,0,0,0,0,0,0,0,0.0828571428571429
"27",27,0,0,0,0,0,0,0,0.103932584269663
"28",28,0,0,0,0,0,0,0,0.0991735537190083
"29",29,0,0,0,0,0,0,0,0.0931506849315069
"30",30,0,0,0,0,0,0,0,0.0762463343108504
"31",31,0,0,0,0,0,0,0,0.102094240837696
"32",32,0,0,0,0,0,0,0,0.0797720797720798
"33",33,0,0,0,0,0,0,0,0.12853470437018
"34",34,0,0,0,0,0,0,0,0.0909090909090909
"35",35,0,0,0,0,0,0,0,0.12664907651715
"36",36,0,0,0,0,0,0,0,0.0807453416149068
"37",37,0,0,0,0,0,0,0,0.0830860534124629
"38",38,0,0,0,0,0,0,0,0.118279569892473
"39",39,0,0,0,0,0,0,0,0.0851063829787234
"40",40,0,0,0,0,0,0,0,0.0809399477806789
"41",41,0,0,0,0,0,0,0,0.0970350404312668
"42",42,0,0,0,0,0,0,0,0.0991735537190083
"43",43,0,0,0,0,0,0,0,0.0984042553191489
"44",44,0,0,0,0,0,0,0,0.100817438692098
"45",45,0,0,0,0,0,0,0,0.107238605898123
"46",46,0,0,0,0,0,0,0,0.130208333333333
"47",47,0,0,0,0,0,0,0,0.112
"48",48,0,0,0,0,0,0,0,0.069364161849711
"49",49,0,0,0,0,0,0,0,0.0619469026548673
"50",50,0,0,0,0,0,0,0,0.117493472584856
