"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.6316,0.0887846694710113
"2","2D_NPMLE",0.65796,0.0929055812446407
"3","Welch",0.582,0.107718426500441
"4","B_F",0.48872,0.0353705552541012
"5","Pooled_t",0.63164,0.0885891046374023
