"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.652
"2",2,0,0,0,0,0,0,0,0.71
"3",3,0,0,0,0,0,0,0,0.646
"4",4,0,0,0,0,0,0,0,0.674
"5",5,0,0,0,0,0,0,0,0.668
"6",6,0,0,0,0,0,0,0,0.666
"7",7,0,0,0,0,0,0,0,0.654
"8",8,0,0,0,0,0,0,0,0.612
"9",9,0,0,0,0,0,0,0,0.676
"10",10,0,0,0,0,0,0,0,0.67
"11",11,0,0,0,0,0,0,0,0.656
"12",12,0,0,0,0,0,0,0,0.698
"13",13,0,0,0,0,0,0,0,0.638
"14",14,0,0,0,0,0,0,0,0.636
"15",15,0,0,0,0,0,0,0,0.642
"16",16,0,0,0,0,0,0,0,0.69
"17",17,0,0,0,0,0,0,0,0.656
"18",18,0,0,0,0,0,0,0,0.628
"19",19,0,0,0,0,0,0,0,0.656
"20",20,0,0,0,0,0,0,0,0.678
"21",21,0,0,0,0,0,0,0,0.632
"22",22,0,0,0,0,0,0,0,0.626
"23",23,0,0,0,0,0,0,0,0.674
"24",24,0,0,0,0,0,0,0,0.648
"25",25,0,0,0,0,0,0,0,0.66
"26",26,0,0,0,0,0,0,0,0.642
"27",27,0,0,0,0,0,0,0,0.638
"28",28,0,0,0,0,0,0,0,0.654
"29",29,0,0,0,0,0,0,0,0.662
"30",30,0,0,0,0,0,0,0,0.63
"31",31,0,0,0,0,0,0,0,0.686
"32",32,0,0,0,0,0,0,0,0.646
"33",33,0,0,0,0,0,0,0,0.678
"34",34,0,0,0,0,0,0,0,0.64
"35",35,0,0,0,0,0,0,0,0.662
"36",36,0,0,0,0,0,0,0,0.592
"37",37,0,0,0,0,0,0,0,0.618
"38",38,0,0,0,0,0,0,0,0.656
"39",39,0,0,0,0,0,0,0,0.688
"40",40,0,0,0,0,0,0,0,0.704
"41",41,0,0,0,0,0,0,0,0.67
"42",42,0,0,0,0,0,0,0,0.654
"43",43,0,0,0,0,0,0,0,0.678
"44",44,0,0,0,0,0,0,0,0.66
"45",45,0,0,0,0,0,0,0,0.666
"46",46,0,0,0,0,0,0,0,0.668
"47",47,0,0,0,0,0,0,0,0.666
"48",48,0,0,0,0,0,0,0,0.644
"49",49,0,0,0,0,0,0,0,0.636
"50",50,0,0,0,0,0,0,0,0.676
