"","x","y","prob"
"1",0.131981826659874,0.012043080269674,1.42423403522708e-06
"2",0.131981826659874,0.0136239900474278,1.21205934204004e-06
"3",0.131981826659874,0.0154124277723043,1.02310341435855e-06
"4",0.131981826659874,0.0174356358900411,8.4750665034047e-07
"5",0.131981826659874,0.0197244329953242,7.14100479311274e-07
"6",0.131981826659874,0.0223136832772044,6.16304883602198e-07
"7",0.131981826659874,0.0252428275891845,5.43445132390721e-07
"8",0.131981826659874,0.0285564842335221,4.88650548287666e-07
"9",0.131981826659874,0.0323051286112176,4.47696483156469e-07
"10",0.131981826659874,0.0365458620904816,4.17551901645225e-07
"11",0.131981826659874,0.0413432818055002,3.96105204486687e-07
"12",0.131981826659874,0.0467704646347414,3.81875158776093e-07
"13",0.131981826659874,0.0529100803472883,3.73983842063026e-07
"14",0.131981826659874,0.0598556508732443,3.71982052659977e-07
"15",0.131981826659874,0.0677129748800945,3.75914060401045e-07
"16",0.131981826659874,0.076601739354936,3.86133540314719e-07
"17",0.131981826659874,0.0866573427410661,4.03489295025601e-07
"18",0.131981826659874,0.098032957399925,4.29274788873938e-07
"19",0.131981826659874,0.110901862814923,4.65508495599047e-07
"20",0.131981826659874,0.125460085077771,5.1526038247792e-07
"21",0.131981826659874,0.141929382863382,5.83108483915798e-07
"22",0.131981826659874,0.160560625377335,6.75925271184328e-07
"23",0.131981826659874,0.181637613730595,8.04705482354892e-07
"24",0.131981826659874,0.205481403950749,9.86960991361363e-07
"25",0.131981826659874,0.232455197480161,1.25354126363106e-06
"26",0.131981826659874,0.26296987365578,1.66059505902337e-06
"27",0.131981826659874,0.297490248444279,2.32197711199192e-06
"28",0.131981826659874,0.336542154768965,3.49355664198342e-06
"29",0.131981826659874,0.380720452279807,5.83458137599252e-06
"30",0.131981826659874,0.430698088575701,1.12117917799303e-05
"31",0.131981826659874,0.487236349904391,2.45873857874532e-05
"32",0.131981826659874,0.551196457484227,5.29041518436085e-05
"33",0.131981826659874,0.623552686089161,8.32028977855782e-05
"34",0.131981826659874,0.705407204726337,8.32329212234139e-05
"35",0.131981826659874,0.798006865467456,6.24800920859752e-05
"36",0.131981826659874,0.902762196170434,4.46944920437176e-05
"37",0.131981826659874,1.0212688863987,3.50600715534062e-05
"38",0.131981826659874,1.15533209382322,3.01433881541962e-05
"39",0.131981826659874,1.30699394135547,2.67401179761816e-05
"40",0.131981826659874,1.47856462386242,2.23950537550823e-05
"41",0.131981826659874,1.6726575982978,1.72728452744824e-05
"42",0.131981826659874,1.89222939328467,1.28503582523898e-05
"43",0.131981826659874,2.14062464455023,1.00013886728033e-05
"44",0.131981826659874,2.42162704221688,8.5998231279593e-06
"45",0.131981826659874,2.73951696600608,8.48613664684173e-06
"46",0.131981826659874,3.0991366862854,1.01449132492741e-05
"47",0.131981826659874,3.50596412413631,1.62608831653162e-05
"48",0.131981826659874,3.96619629399557,4.19132858967074e-05
"49",0.131981826659874,4.48684369991362,0.000151457308711851
"50",0.131981826659874,5.07583712332446,0.000144838050055715
"51",0.131981826659874,5.74214842897574,2.40606743228704e-05
"52",0.131981826659874,6.49592722920019,5.49246118326941e-06
"53",0.131981826659874,7.34865548827191,2.17378487270503e-06
"54",0.131981826659874,8.31332242186432,1.16631104839015e-06
"55",0.131981826659874,9.40462235577246,7.41523157527628e-07
"56",0.131981826659874,10.6391785577902,5.19117479120227e-07
