"","Algorithm","Power","FDR"
"1","1D_MLE",0.48044,0.0901303631897257
"2","1D_NPMLE",0.48064,0.0907790636009941
"3","2D_NPMLE",0.52204,0.095553351018399
"4","1D_Proj",0.48024,0.0900059453382826
"5","Welch",0.295,0.261805549702444
