"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.204
"2",2,0,0,0,0,0,0.198
"3",3,0,0,0,0,0,0.25
"4",4,0,0,0,0,0,0.26
"5",5,0,0,0,0,0,0.316
"6",6,0,0,0,0,0,0.314
"7",7,0,0,0,0,0,0.236
"8",8,0,0,0,0,0,0.248
"9",9,0,0,0,0,0,0.202
"10",10,0,0,0,0,0,0.316
"11",11,0,0,0,0,0,0.322
"12",12,0,0,0,0,0,0.322
"13",13,0,0,0,0,0,0.242
"14",14,0,0,0,0,0,0.254
"15",15,0,0,0,0,0,0.252
"16",16,0,0,0,0,0,0.212
"17",17,0,0,0,0,0,0.308
"18",18,0,0,0,0,0,0.296
"19",19,0,0,0,0,0,0.192
"20",20,0,0,0,0,0,0.27
"21",21,0,0,0,0,0,0.278
"22",22,0,0,0,0,0,0.228
"23",23,0,0,0,0,0,0.28
"24",24,0,0,0,0,0,0.29
"25",25,0,0,0,0,0,0.246
"26",26,0,0,0,0,0,0.198
"27",27,0,0,0,0,0,0.22
"28",28,0,0,0,0,0,0.226
"29",29,0,0,0,0,0,0.3
"30",30,0,0,0,0,0,0.34
"31",31,0,0,0,0,0,0.244
"32",32,0,0,0,0,0,0.27
"33",33,0,0,0,0,0,0.198
"34",34,0,0,0,0,0,0.32
"35",35,0,0,0,0,0,0.278
"36",36,0,0,0,0,0,0.336
"37",37,0,0,0,0,0,0.196
"38",38,0,0,0,0,0,0.254
"39",39,0,0,0,0,0,0.19
"40",40,0,0,0,0,0,0.278
"41",41,0,0,0,0,0,0.306
"42",42,0,0,0,0,0,0.292
"43",43,0,0,0,0,0,0.318
"44",44,0,0,0,0,0,0.278
"45",45,0,0,0,0,0,0.226
"46",46,0,0,0,0,0,0.296
"47",47,0,0,0,0,0,0.262
"48",48,0,0,0,0,0,0.302
"49",49,0,0,0,0,0,0.284
"50",50,0,0,0,0,0,0.262
