"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.514,0.574,0,0.484,0.224,0.524
"2",2,0,0.58,0.608,0,0.462,0.238,0.574
"3",3,0,0.554,0.6,0,0.472,0.212,0.542
"4",4,0,0.548,0.602,0,0.48,0.208,0.548
"5",5,0,0.566,0.604,0,0.5,0.316,0.564
"6",6,0,0.576,0.608,0,0.508,0.246,0.576
"7",7,0,0.57,0.6,0,0.472,0.254,0.57
"8",8,0,0.562,0.642,0,0.48,0.208,0.57
"9",9,0,0.556,0.602,0,0.468,0.166,0.558
"10",10,0,0.6,0.642,0,0.48,0.3,0.6
"11",11,0,0.582,0.618,0,0.482,0.228,0.582
"12",12,0,0.556,0.606,0,0.47,0.232,0.556
"13",13,0,0.602,0.646,0,0.47,0.268,0.604
"14",14,0,0.578,0.606,0,0.456,0.25,0.578
"15",15,0,0.578,0.612,0,0.47,0.27,0.576
"16",16,0,0.6,0.642,0,0.518,0.29,0.6
"17",17,0,0.558,0.616,0,0.492,0.22,0.558
"18",18,0,0.598,0.62,0,0.518,0.314,0.6
"19",19,0,0.564,0.62,0,0.474,0.2,0.564
"20",20,0,0.602,0.642,0,0.516,0.268,0.604
"21",21,0,0.568,0.612,0,0.466,0.254,0.572
"22",22,0,0.602,0.652,0,0.506,0.348,0.604
"23",23,0,0.562,0.618,0,0.488,0.198,0.564
"24",24,0,0.588,0.616,0,0.508,0.27,0.592
"25",25,0,0.612,0.624,0,0.506,0.318,0.608
"26",26,0,0.56,0.6,0,0.468,0.212,0.564
"27",27,0,0.588,0.628,0,0.514,0.292,0.588
"28",28,0,0.606,0.644,0,0.506,0.294,0.614
"29",29,0,0.554,0.606,0,0.448,0.252,0.554
"30",30,0,0.612,0.636,0,0.52,0.29,0.612
"31",31,0,0.584,0.624,0,0.452,0.244,0.586
"32",32,0,0.59,0.618,0,0.5,0.254,0.592
"33",33,0,0.546,0.59,0,0.472,0.258,0.546
"34",34,0,0.57,0.606,0,0.486,0.262,0.57
"35",35,0,0.526,0.564,0,0.418,0.182,0.526
"36",36,0,0.604,0.632,0,0.514,0.252,0.604
"37",37,0,0.584,0.618,0,0.496,0.316,0.586
"38",38,0,0.578,0.608,0,0.484,0.242,0.566
"39",39,0,0.576,0.628,0,0.462,0.214,0.576
"40",40,0,0.576,0.614,0,0.494,0.284,0.576
"41",41,0,0.572,0.638,0,0.504,0.26,0.574
"42",42,0,0.584,0.634,0,0.488,0.268,0.59
"43",43,0,0.56,0.612,0,0.468,0.266,0.564
"44",44,0,0.59,0.642,0,0.478,0.262,0.588
"45",45,0,0.58,0.62,0,0.478,0.28,0.58
"46",46,0,0.582,0.624,0,0.502,0.314,0.582
"47",47,0,0.594,0.616,0,0.516,0.262,0.594
"48",48,0,0.594,0.63,0,0.492,0.34,0.592
"49",49,0,0.59,0.626,0,0.5,0.304,0.586
"50",50,0,0.586,0.616,0,0.49,0.27,0.586
