"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.57724,0.0919395789831941
"2","2D_NPMLE",0.61812,0.088473111141293
"3","Welch",0.48592,0.114294556758592
"4","B_F",0.25948,0.0213275706211438
"5","Pooled_t",0.57768,0.092666169936545
