"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.64524,0.0905687674639879
"2","2D_NPMLE",0.675,0.0857631272045858
"3","Welch",0.63532,0.0802890912123612
"4","B_F",0.58412,0.0352400368405839
"5","Pooled_t",0.64504,0.090804759656903
