"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0864864864864865
"2",2,0,0,0,0,0,0,0,0,0.0644257703081232
"3",3,0,0,0,0,0,0,0,0,0.106666666666667
"4",4,0,0,0,0,0,0,0,0,0.0619718309859155
"5",5,0,0,0,0,0,0,0,0,0.0700808625336927
"6",6,0,0,0,0,0,0,0,0,0.0994623655913978
"7",7,0,0,0,0,0,0,0,0,0.0855614973262032
"8",8,0,0,0,0,0,0,0,0,0.0865921787709497
"9",9,0,0,0,0,0,0,0,0,0.0892857142857143
"10",10,0,0,0,0,0,0,0,0,0.116809116809117
"11",11,0,0,0,0,0,0,0,0,0.0992167101827676
"12",12,0,0,0,0,0,0,0,0,0.100515463917526
"13",13,0,0,0,0,0,0,0,0,0.0759162303664921
"14",14,0,0,0,0,0,0,0,0,0.101876675603217
"15",15,0,0,0,0,0,0,0,0,0.0804289544235925
"16",16,0,0,0,0,0,0,0,0,0.103351955307263
"17",17,0,0,0,0,0,0,0,0,0.109375
"18",18,0,0,0,0,0,0,0,0,0.1
"19",19,0,0,0,0,0,0,0,0,0.0952380952380952
"20",20,0,0,0,0,0,0,0,0,0.0879120879120879
"21",21,0,0,0,0,0,0,0,0,0.075
"22",22,0,0,0,0,0,0,0,0,0.0899470899470899
"23",23,0,0,0,0,0,0,0,0,0.0735694822888283
"24",24,0,0,0,0,0,0,0,0,0.0822281167108753
"25",25,0,0,0,0,0,0,0,0,0.0851063829787234
"26",26,0,0,0,0,0,0,0,0,0.0742705570291777
"27",27,0,0,0,0,0,0,0,0,0.0935828877005348
"28",28,0,0,0,0,0,0,0,0,0.108882521489971
"29",29,0,0,0,0,0,0,0,0,0.0819672131147541
"30",30,0,0,0,0,0,0,0,0,0.0880681818181818
"31",31,0,0,0,0,0,0,0,0,0.111940298507463
"32",32,0,0,0,0,0,0,0,0,0.111111111111111
"33",33,0,0,0,0,0,0,0,0,0.0997375328083989
"34",34,0,0,0,0,0,0,0,0,0.115979381443299
"35",35,0,0,0,0,0,0,0,0,0.0670391061452514
"36",36,0,0,0,0,0,0,0,0,0.10079575596817
"37",37,0,0,0,0,0,0,0,0,0.0945945945945946
"38",38,0,0,0,0,0,0,0,0,0.0976253298153034
"39",39,0,0,0,0,0,0,0,0,0.0648967551622419
"40",40,0,0,0,0,0,0,0,0,0.115591397849462
"41",41,0,0,0,0,0,0,0,0,0.096
"42",42,0,0,0,0,0,0,0,0,0.101036269430052
"43",43,0,0,0,0,0,0,0,0,0.10498687664042
"44",44,0,0,0,0,0,0,0,0,0.0976253298153034
"45",45,0,0,0,0,0,0,0,0,0.123655913978495
"46",46,0,0,0,0,0,0,0,0,0.0619718309859155
"47",47,0,0,0,0,0,0,0,0,0.100286532951289
"48",48,0,0,0,0,0,0,0,0,0.0738636363636364
"49",49,0,0,0,0,0,0,0,0,0.0934065934065934
"50",50,0,0,0,0,0,0,0,0,0.125
