"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.652,0.69,0,0.642,0.584,0.652
"2",2,0,0.668,0.696,0,0.662,0.594,0.668
"3",3,0,0.618,0.656,0,0.614,0.574,0.616
"4",4,0,0.672,0.702,0,0.668,0.606,0.672
"5",5,0,0.654,0.682,0,0.638,0.578,0.654
"6",6,0,0.618,0.644,0,0.614,0.57,0.618
"7",7,0,0.656,0.68,0,0.652,0.604,0.656
"8",8,0,0.642,0.684,0,0.638,0.592,0.642
"9",9,0,0.66,0.684,0,0.652,0.578,0.66
"10",10,0,0.664,0.658,0,0.65,0.574,0.664
"11",11,0,0.668,0.698,0,0.648,0.612,0.666
"12",12,0,0.598,0.652,0,0.586,0.516,0.596
"13",13,0,0.658,0.686,0,0.652,0.608,0.658
"14",14,0,0.608,0.648,0,0.604,0.566,0.608
"15",15,0,0.632,0.686,0,0.62,0.58,0.632
"16",16,0,0.692,0.714,0,0.688,0.632,0.692
"17",17,0,0.676,0.706,0,0.67,0.642,0.678
"18",18,0,0.674,0.704,0,0.666,0.63,0.674
"19",19,0,0.656,0.682,0,0.642,0.606,0.656
"20",20,0,0.586,0.618,0,0.58,0.522,0.588
"21",21,0,0.62,0.648,0,0.606,0.53,0.62
"22",22,0,0.636,0.668,0,0.622,0.574,0.636
"23",23,0,0.644,0.682,0,0.642,0.594,0.644
"24",24,0,0.664,0.698,0,0.658,0.614,0.664
"25",25,0,0.64,0.672,0,0.632,0.608,0.64
"26",26,0,0.638,0.684,0,0.634,0.58,0.638
"27",27,0,0.668,0.692,0,0.654,0.594,0.668
"28",28,0,0.678,0.7,0,0.662,0.618,0.678
"29",29,0,0.68,0.706,0,0.664,0.614,0.68
"30",30,0,0.654,0.672,0,0.632,0.574,0.654
"31",31,0,0.656,0.672,0,0.64,0.586,0.656
"32",32,0,0.654,0.68,0,0.646,0.582,0.654
"33",33,0,0.672,0.704,0,0.66,0.602,0.672
"34",34,0,0.604,0.632,0,0.592,0.542,0.604
"35",35,0,0.66,0.692,0,0.644,0.592,0.66
"36",36,0,0.63,0.664,0,0.61,0.546,0.63
"37",37,0,0.66,0.69,0,0.648,0.572,0.658
"38",38,0,0.63,0.66,0,0.616,0.578,0.63
"39",39,0,0.664,0.71,0,0.664,0.608,0.664
"40",40,0,0.642,0.682,0,0.632,0.578,0.642
"41",41,0,0.624,0.656,0,0.616,0.572,0.624
"42",42,0,0.616,0.634,0,0.608,0.552,0.61
"43",43,0,0.626,0.646,0,0.618,0.576,0.626
"44",44,0,0.614,0.646,0,0.604,0.552,0.614
"45",45,0,0.698,0.706,0,0.684,0.63,0.698
"46",46,0,0.62,0.66,0,0.62,0.59,0.62
"47",47,0,0.66,0.672,0,0.64,0.596,0.66
"48",48,0,0.638,0.648,0,0.632,0.586,0.638
"49",49,0,0.628,0.662,0,0.616,0.56,0.628
"50",50,0,0.592,0.642,0,0.584,0.538,0.592
