"","Algorithm","Power","FDR"
"1","1D_MLE",0.66848,0.0893791724832763
"2","1D_NPMLE",0.66832,0.0893028907731531
"3","2D_NPMLE",0.67268,0.0873464211175585
"4","1D_Proj",0.65608,0.0878023119284547
"5","Welch",0.65748,0.0858067595435828
