"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.0858585858585859,0.0843672456575682,0,0,0,0
"2",2,0,0.0807291666666667,0.0794871794871795,0,0,0,0
"3",3,0,0.0976863753213368,0.106329113924051,0,0,0,0
"4",4,0,0.0997566909975669,0.0980392156862745,0,0,0,0
"5",5,0,0.0835509138381201,0.0895140664961637,0,0,0,0
"6",6,0,0.0731707317073171,0.0662983425414365,0,0,0,0
"7",7,0,0.0732984293193717,0.0678851174934726,0,0,0,0
"8",8,0,0.105263157894737,0.112244897959184,0,0,0,0
"9",9,0,0.073972602739726,0.0802139037433155,0,0,0,0
"10",10,0,0.09375,0.0971867007672634,0,0,0,0
"11",11,0,0.0887728459530026,0.10126582278481,0,0,0,0
"12",12,0,0.0945945945945946,0,0,0,0,0
"13",13,0,0.101990049751244,0.116504854368932,0,0,0,0
"14",14,0,0.113695090439276,0.11139896373057,0,0,0,0
"15",15,0,0.0892857142857143,0.0824742268041237,0,0,0,0
"16",16,0,0.0831234256926952,0.0862068965517241,0,0,0,0
"17",17,0,0.0710382513661202,0.0618279569892473,0,0,0,0
"18",18,0,0.0759162303664921,0.0732984293193717,0,0,0,0
"19",19,0,0.0829015544041451,0,0,0,0,0
"20",20,0,0.0913705583756345,0.0977443609022556,0,0,0,0
"21",21,0,0.0842105263157895,0.0835509138381201,0,0,0,0
"22",22,0,0.0659340659340659,0.0602739726027397,0,0,0,0
"23",23,0,0.0678851174934726,0.0675324675324675,0,0,0,0
"24",24,0,0.0961038961038961,0.0942408376963351,0,0,0,0
"25",25,0,0.0989847715736041,0.107769423558897,0,0,0,0
"26",26,0,0.108179419525066,0.0973684210526316,0,0,0,0
"27",27,0,0.114713216957606,0.117647058823529,0,0,0,0
"28",28,0,0.0668449197860963,0.0835509138381201,0,0,0,0
"29",29,0,0.0794871794871795,0,0,0,0,0
"30",30,0,0.107579462102689,0.119331742243437,0,0,0,0
"31",31,0,0.082010582010582,0.0748663101604278,0,0,0,0
"32",32,0,0.0683544303797468,0.0610687022900763,0,0,0,0
"33",33,0,0.0909090909090909,0.101990049751244,0,0,0,0
"34",34,0,0.10880829015544,0.124365482233503,0,0,0,0
"35",35,0,0.0826666666666667,0.0775401069518717,0,0,0,0
"36",36,0,0.0862944162436548,0.082089552238806,0,0,0,0
"37",37,0,0.101298701298701,0.0979381443298969,0,0,0,0
"38",38,0,0.100755667506297,0.099236641221374,0,0,0,0
"39",39,0,0.0904255319148936,0.0894736842105263,0,0,0,0
"40",40,0,0.0743589743589744,0.0717948717948718,0,0,0,0
"41",41,0,0.0796703296703297,0.0762942779291553,0,0,0,0
"42",42,0,0.0779220779220779,0.0666666666666667,0,0,0,0
"43",43,0,0.100515463917526,0.081151832460733,0,0,0,0
"44",44,0,0.120987654320988,0.114713216957606,0,0,0,0
"45",45,0,0.0964467005076142,0.105,0,0,0,0
"46",46,0,0.0764872521246459,0.0801104972375691,0,0,0,0
"47",47,0,0.0886699507389163,0.0773067331670823,0,0,0,0
"48",48,0,0.0952380952380952,0.0901856763925729,0,0,0,0
"49",49,0,0.129770992366412,0.119897959183673,0,0,0,0
"50",50,0,0.077120822622108,0,0,0,0,0
