"","x","y","prob"
"1",0.128890019363349,0.0064278951935478,9.63982381536208e-05
"2",0.128890019363349,0.00725652598253558,1.13252208787822e-07
"3",0.128890019363349,0.00819197696130302,5.50482085465143e-08
"4",0.128890019363349,0.00924801850031691,3.7340443490083e-08
"5",0.128890019363349,0.0104401961316796,2.83899834358431e-08
"6",0.128890019363349,0.0117860593882032,2.30811463452186e-08
"7",0.128890019363349,0.0133054201425146,1.9670765243901e-08
"8",0.128890019363349,0.0150206442490889,1.73806468162916e-08
"9",0.128890019363349,0.016956980782348,1.58087370356963e-08
"10",0.128890019363349,0.0191429337173977,1.47281016793596e-08
"11",0.128890019363349,0.0216106815247531,1.4000956945306e-08
"12",0.128890019363349,0.0243965508557271,1.35419473670749e-08
"13",0.128890019363349,0.0275415512913991,1.32975549675709e-08
"14",0.128890019363349,0.0310919790269738,1.32413679379655e-08
"15",0.128890019363349,0.0351000983781067,1.33630110019421e-08
"16",0.128890019363349,0.0396249111413568,1.36727089729441e-08
"17",0.128890019363349,0.044733025134191,1.41967409401382e-08
"18",0.128890019363349,0.0504996346999416,1.498204535313e-08
"19",0.128890019363349,0.0570096276113088,1.61018451139759e-08
"20",0.128890019363349,0.0643588346666567,1.7666907168521e-08
"21",0.128890019363349,0.0726554403738713,1.9844475923796e-08
"22",0.128890019363349,0.0820215754878489,2.2885705553893e-08
"23",0.128890019363349,0.0925951148446729,2.718972734773e-08
"24",0.128890019363349,0.10453170695762,3.33896893648438e-08
"25",0.128890019363349,0.118007065251806,4.25276666234673e-08
"26",0.128890019363349,0.133219554665743,5.63611500035196e-08
"27",0.128890019363349,0.150393111696057,7.78640784652868e-08
"28",0.128890019363349,0.169780540870092,1.11845857608835e-07
"29",0.128890019363349,0.191667236172339,1.64868616443528e-07
"30",0.128890019363349,0.216375382206209,2.39685516548799e-07
"31",0.128890019363349,0.244268696934651,3.17172142068558e-07
"32",0.128890019363349,0.275757785815432,3.49444091395793e-07
"33",0.128890019363349,0.311306186147026,3.25560194123041e-07
"34",0.128890019363349,0.351437190601287,2.84145104369096e-07
"35",0.128890019363349,0.396741550389217,2.51469935771282e-07
"36",0.128890019363349,0.447886171454795,2.33944851624323e-07
"37",0.128890019363349,0.505623931709791,2.32430210999816e-07
"38",0.128890019363349,0.570804763824843,2.49036750780759e-07
"39",0.128890019363349,0.644388166721788,2.90662625492792e-07
"40",0.128890019363349,0.727457329943529,3.75856083295223e-07
"41",0.128890019363349,0.821235078820194,5.49055732850921e-07
"42",0.128890019363349,0.92710187515351,9.33069671690375e-07
"43",0.128890019363349,1.04661613839969,1.93377752217843e-06
"44",0.128890019363349,1.1815371864902,5.0460541212329e-06
"45",0.128890019363349,1.33385113399242,1.45455100058916e-05
"46",0.128890019363349,1.50580012884564,4.1380177751949e-05
"47",0.128890019363349,1.69991535805407,0.000925962767811525
"48",0.128890019363349,1.91905430819916,0.000174095884725881
"49",0.128890019363349,2.16644282926741,4.32032752847062e-06
"50",0.128890019363349,2.44572262099686,8.8364996121601e-07
"51",0.128890019363349,2.76100484076861,3.18049165007733e-07
"52",0.128890019363349,3.11693062218174,1.48643680496425e-07
"53",0.128890019363349,3.51873939517965,8.11421409397937e-08
"54",0.128890019363349,3.9723460134389,4.92760450943313e-08
"55",0.128890019363349,4.4844278243795,3.23739657758205e-08
