"","Algorithm","Power","FDR"
"1","1D_MLE",0.63108,0.0892247078607698
"2","1D_NPMLE",0.63088,0.0889769612145534
"3","2D_NPMLE",0.65276,0.0905778585611852
"4","1D_Proj",0.63064,0.0887032000079638
"5","Welch",0.612,0.0875791753463592
