"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.616
"2",2,0,0,0,0,0,0,0,0,0.58
"3",3,0,0,0,0,0,0,0,0,0.646
"4",4,0,0,0,0,0,0,0,0,0.604
"5",5,0,0,0,0,0,0,0,0,0.622
"6",6,0,0,0,0,0,0,0,0,0.61
"7",7,0,0,0,0,0,0,0,0,0.63
"8",8,0,0,0,0,0,0,0,0,0.618
"9",9,0,0,0,0,0,0,0,0,0.664
"10",10,0,0,0,0,0,0,0,0,0.62
"11",11,0,0,0,0,0,0,0,0,0.62
"12",12,0,0,0,0,0,0,0,0,0.66
"13",13,0,0,0,0,0,0,0,0,0.638
"14",14,0,0,0,0,0,0,0,0,0.638
"15",15,0,0,0,0,0,0,0,0,0.642
"16",16,0,0,0,0,0,0,0,0,0.628
"17",17,0,0,0,0,0,0,0,0,0.624
"18",18,0,0,0,0,0,0,0,0,0.636
"19",19,0,0,0,0,0,0,0,0,0.616
"20",20,0,0,0,0,0,0,0,0,0.682
"21",21,0,0,0,0,0,0,0,0,0.662
"22",22,0,0,0,0,0,0,0,0,0.648
"23",23,0,0,0,0,0,0,0,0,0.618
"24",24,0,0,0,0,0,0,0,0,0.614
"25",25,0,0,0,0,0,0,0,0,0.646
"26",26,0,0,0,0,0,0,0,0,0.626
"27",27,0,0,0,0,0,0,0,0,0.632
"28",28,0,0,0,0,0,0,0,0,0.648
"29",29,0,0,0,0,0,0,0,0,0.67
"30",30,0,0,0,0,0,0,0,0,0.622
"31",31,0,0,0,0,0,0,0,0,0.644
"32",32,0,0,0,0,0,0,0,0,0.578
"33",33,0,0,0,0,0,0,0,0,0.646
"34",34,0,0,0,0,0,0,0,0,0.64
"35",35,0,0,0,0,0,0,0,0,0.624
"36",36,0,0,0,0,0,0,0,0,0.642
"37",37,0,0,0,0,0,0,0,0,0.592
"38",38,0,0,0,0,0,0,0,0,0.64
"39",39,0,0,0,0,0,0,0,0,0.64
"40",40,0,0,0,0,0,0,0,0,0.644
"41",41,0,0,0,0,0,0,0,0,0.602
"42",42,0,0,0,0,0,0,0,0,0.678
"43",43,0,0,0,0,0,0,0,0,0.644
"44",44,0,0,0,0,0,0,0,0,0.646
"45",45,0,0,0,0,0,0,0,0,0.64
"46",46,0,0,0,0,0,0,0,0,0.64
"47",47,0,0,0,0,0,0,0,0,0.596
"48",48,0,0,0,0,0,0,0,0,0.65
"49",49,0,0,0,0,0,0,0,0,0.618
"50",50,0,0,0,0,0,0,0,0,0.628
