"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.178666666666667
"2",2,0,0,0,0,0,0,0,0,0.192200557103064
"3",3,0,0,0,0,0,0,0,0,0.156657963446475
"4",4,0,0,0,0,0,0,0,0,0.209424083769634
"5",5,0,0,0,0,0,0,0,0,0.159459459459459
"6",6,0,0,0,0,0,0,0,0,0.227848101265823
"7",7,0,0,0,0,0,0,0,0,0.190231362467866
"8",8,0,0,0,0,0,0,0,0,0.153424657534247
"9",9,0,0,0,0,0,0,0,0,0.186274509803922
"10",10,0,0,0,0,0,0,0,0,0.186351706036745
"11",11,0,0,0,0,0,0,0,0,0.159891598915989
"12",12,0,0,0,0,0,0,0,0,0.187192118226601
"13",13,0,0,0,0,0,0,0,0,0.177835051546392
"14",14,0,0,0,0,0,0,0,0,0.2025
"15",15,0,0,0,0,0,0,0,0,0.24113475177305
"16",16,0,0,0,0,0,0,0,0,0.184415584415584
"17",17,0,0,0,0,0,0,0,0,0.22962962962963
"18",18,0,0,0,0,0,0,0,0,0.198992443324937
"19",19,0,0,0,0,0,0,0,0,0.197916666666667
"20",20,0,0,0,0,0,0,0,0,0.191943127962085
"21",21,0,0,0,0,0,0,0,0,0.178660049627792
"22",22,0,0,0,0,0,0,0,0,0.203931203931204
"23",23,0,0,0,0,0,0,0,0,0.191099476439791
"24",24,0,0,0,0,0,0,0,0,0.208762886597938
"25",25,0,0,0,0,0,0,0,0,0.221686746987952
"26",26,0,0,0,0,0,0,0,0,0.197435897435897
"27",27,0,0,0,0,0,0,0,0,0.234866828087167
"28",28,0,0,0,0,0,0,0,0,0.215496368038741
"29",29,0,0,0,0,0,0,0,0,0.206161137440758
"30",30,0,0,0,0,0,0,0,0,0.190104166666667
"31",31,0,0,0,0,0,0,0,0,0.206896551724138
"32",32,0,0,0,0,0,0,0,0,0.181303116147309
"33",33,0,0,0,0,0,0,0,0,0.202469135802469
"34",34,0,0,0,0,0,0,0,0,0.164490861618799
"35",35,0,0,0,0,0,0,0,0,0.185378590078329
"36",36,0,0,0,0,0,0,0,0,0.193467336683417
"37",37,0,0,0,0,0,0,0,0,0.163841807909605
"38",38,0,0,0,0,0,0,0,0,0.187817258883249
"39",39,0,0,0,0,0,0,0,0,0.193954659949622
"40",40,0,0,0,0,0,0,0,0,0.202970297029703
"41",41,0,0,0,0,0,0,0,0,0.207894736842105
"42",42,0,0,0,0,0,0,0,0,0.171149144254279
"43",43,0,0,0,0,0,0,0,0,0.188916876574307
"44",44,0,0,0,0,0,0,0,0,0.18639798488665
"45",45,0,0,0,0,0,0,0,0,0.228915662650602
"46",46,0,0,0,0,0,0,0,0,0.177377892030848
"47",47,0,0,0,0,0,0,0,0,0.181318681318681
"48",48,0,0,0,0,0,0,0,0,0.193548387096774
"49",49,0,0,0,0,0,0,0,0,0.221662468513854
"50",50,0,0,0,0,0,0,0,0,0.169312169312169
