"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0,0,0,0,0.0491803278688525,0
"2",2,0,0,0,0,0,0.0278884462151394,0
"3",3,0,0,0,0,0,0.0443548387096774,0
"4",4,0,0,0,0,0,0.0396825396825397,0
"5",5,0,0,0,0,0,0.0252100840336134,0
"6",6,0,0,0,0,0,0.0367647058823529,0
"7",7,0,0,0,0,0,0.0608365019011407,0
"8",8,0,0,0,0,0,0.0386100386100386,0
"9",9,0,0,0,0,0,0.0504201680672269,0
"10",10,0,0,0,0,0,0.0492424242424242,0
"11",11,0,0,0,0,0,0.0205761316872428,0
"12",12,0,0,0,0,0,0.0389105058365759,0
"13",13,0,0,0,0,0,0.0213675213675214,0
"14",14,0,0,0,0,0,0.0543933054393305,0
"15",15,0,0,0,0,0,0.0267175572519084,0
"16",16,0,0,0,0,0,0.028,0
"17",17,0,0,0,0,0,0.025531914893617,0
"18",18,0,0,0,0,0,0.0263157894736842,0
"19",19,0,0,0,0,0,0.047808764940239,0
"20",20,0,0,0,0,0,0.040983606557377,0
"21",21,0,0,0,0,0,0.0386100386100386,0
"22",22,0,0,0,0,0,0.0311111111111111,0
"23",23,0,0,0,0,0,0.0485074626865672,0
"24",24,0,0,0,0,0,0.0239043824701195,0
"25",25,0,0,0,0,0,0.0244897959183673,0
"26",26,0,0,0,0,0,0.0253164556962025,0
"27",27,0,0,0,0,0,0.0451127819548872,0
"28",28,0,0,0,0,0,0.0223048327137546,0
"29",29,0,0,0,0,0,0.0269230769230769,0
"30",30,0,0,0,0,0,0.0323886639676113,0
"31",31,0,0,0,0,0,0.0382978723404255,0
"32",32,0,0,0,0,0,0.037593984962406,0
"33",33,0,0,0,0,0,0.0304347826086957,0
"34",34,0,0,0,0,0,0,0
"35",35,0,0,0,0,0,0.0308370044052863,0
"36",36,0,0,0,0,0,0.0327868852459016,0
"37",37,0,0,0,0,0,0.0334728033472803,0
"38",38,0,0,0,0,0,0.0429184549356223,0
"39",39,0,0,0,0,0,0.0865051903114187,0
"40",40,0,0,0,0,0,0.0155038759689922,0
"41",41,0,0,0,0,0,0.0481927710843374,0
"42",42,0,0,0,0,0,0.030188679245283,0
"43",43,0,0,0,0,0,0.0488888888888889,0
"44",44,0,0,0,0,0,0.0672268907563025,0
"45",45,0,0,0,0,0,0.0201612903225806,0
"46",46,0,0,0,0,0,0.0291970802919708,0
"47",47,0,0,0,0,0,0.0210970464135021,0
"48",48,0,0,0,0,0,0.0689655172413793,0
"49",49,0,0,0,0,0,0.00930232558139535,0
"50",50,0,0,0,0,0,0.0323886639676113,0
