"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.64
"2",2,0,0,0,0,0,0,0,0,0.684
"3",3,0,0,0,0,0,0,0,0,0.67
"4",4,0,0,0,0,0,0,0,0,0.684
"5",5,0,0,0,0,0,0,0,0,0.66
"6",6,0,0,0,0,0,0,0,0,0.706
"7",7,0,0,0,0,0,0,0,0,0.694
"8",8,0,0,0,0,0,0,0,0,0.654
"9",9,0,0,0,0,0,0,0,0,0.666
"10",10,0,0,0,0,0,0,0,0,0.646
"11",11,0,0,0,0,0,0,0,0,0.722
"12",12,0,0,0,0,0,0,0,0,0.66
"13",13,0,0,0,0,0,0,0,0,0.734
"14",14,0,0,0,0,0,0,0,0,0.67
"15",15,0,0,0,0,0,0,0,0,0.678
"16",16,0,0,0,0,0,0,0,0,0.716
"17",17,0,0,0,0,0,0,0,0,0.702
"18",18,0,0,0,0,0,0,0,0,0.662
"19",19,0,0,0,0,0,0,0,0,0.656
"20",20,0,0,0,0,0,0,0,0,0.686
"21",21,0,0,0,0,0,0,0,0,0.69
"22",22,0,0,0,0,0,0,0,0,0.718
"23",23,0,0,0,0,0,0,0,0,0.67
"24",24,0,0,0,0,0,0,0,0,0.684
"25",25,0,0,0,0,0,0,0,0,0.652
"26",26,0,0,0,0,0,0,0,0,0.684
"27",27,0,0,0,0,0,0,0,0,0.688
"28",28,0,0,0,0,0,0,0,0,0.68
"29",29,0,0,0,0,0,0,0,0,0.674
"30",30,0,0,0,0,0,0,0,0,0.698
"31",31,0,0,0,0,0,0,0,0,0.676
"32",32,0,0,0,0,0,0,0,0,0.666
"33",33,0,0,0,0,0,0,0,0,0.708
"34",34,0,0,0,0,0,0,0,0,0.708
"35",35,0,0,0,0,0,0,0,0,0.644
"36",36,0,0,0,0,0,0,0,0,0.718
"37",37,0,0,0,0,0,0,0,0,0.67
"38",38,0,0,0,0,0,0,0,0,0.686
"39",39,0,0,0,0,0,0,0,0,0.654
"40",40,0,0,0,0,0,0,0,0,0.678
"41",41,0,0,0,0,0,0,0,0,0.676
"42",42,0,0,0,0,0,0,0,0,0.638
"43",43,0,0,0,0,0,0,0,0,0.714
"44",44,0,0,0,0,0,0,0,0,0.642
"45",45,0,0,0,0,0,0,0,0,0.698
"46",46,0,0,0,0,0,0,0,0,0.662
"47",47,0,0,0,0,0,0,0,0,0.692
"48",48,0,0,0,0,0,0,0,0,0.676
"49",49,0,0,0,0,0,0,0,0,0.642
"50",50,0,0,0,0,0,0,0,0,0.718
